ID,order,family,specie,y,x
443,Trichoptera,Philopotamidae,Chimarra beckeri,"-22,9469","-43,2923"
52,Trichoptera,Leptoceridae,Sem Informações,"-22,9542","-43,2916"
5285,Cichliformes,Cichlidae,Australoheros facetus,"-22,444","-42,778"
3189,Actinopterygii,Cyprinodontiformes,Phalloceros,"-22,5178","-42,8986"
978,Actinopterygii,Siluriformes,Trichomycterus,"-22,4867","-43,2894"
6130,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,5933","-43,1219"
2545,Actinopterygii,Siluriformes,Parotocinclus,"-22,6042","-43,2211"
60,Trichoptera,Leptoceridae,Sem Informações,"-22,9574","-43,2776"
6695,Siluriformes,Trichomycteridae,Trichomycterus zonatus,"-22,9194","-43,4514"
4770,Characiformes,Characidae,Hyphessobrycon reticulatus,"-23,0167","-43,5167"
2441,Actinopterygii,Siluriformes,Rineloricaria,"-22,4465","-42,7521"
6221,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,5622","-43,2561"
1088,Insecta,Odonata,Phyllocycla,"-22,453","-42,772"
4905,Characiformes,Characidae,Astyanax hastatus,"-23,0167","-43,5"
5045,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5622","-43,2561"
1498,Actinopterygii,Atheriniformes,Atherinella,"-22,943","-42,7323"
716,Diptera,Chironomidae,Sem Informações,"-22,9489","-43,2858"
6389,Siluriformes,Heptapteridae,Sem informação,"-22,5725","-43,1967"
6038,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,4796","-42,6573"
377,Trichoptera,Calamoceratidae,Phylloicus abdominalis,"-22,9594","-43,289"
1226,Actinopterygii,Pleuronectiformes,Achirus,"-22,943","-42,7323"
2918,Actinopterygii,Siluriformes,Ancistrus,"-22,5858","-43,4383"
1297,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9375","-42,7862"
6682,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9775","-43,4881"
5034,Characiformes,Characidae,Sem informaçao,"-22,5572","-43,2772"
6636,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9672","-43,4414"
3696,Hemiptera,Veliidae,Rhagovelia macta,"-22,9488","-43,2861"
2710,Actinopterygii,Siluriformes,Ancistrus,"-22,4189","-42,6217"
6483,Siluriformes,Heptapteridae,Rhamdioglanis frenatus,"-22,4214","-42,7386"
3243,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9417","-42,8153"
403,Trichoptera,Leptoceridae,Sem Informações,"-22,9541","-43,2889"
1208,Actinopterygii,Pleuronectiformes,Achirus,"-22,951","-42,8133"
1321,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9417","-42,88"
1235,Actinopterygii,Pleuronectiformes,Achirus,"-22,9633","-42,8403"
6399,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,6","-43,4153"
1079,Insecta,Odonata,Ischnura,"-22,453","-42,772"
6225,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,6211","-43,2419"
3784,Odonata,Aeshnidae,Gynacantha mexicana,"-22,4528","-42,7704"
1526,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8017"
4669,Characiformes,Characidae,Bryconamericus tenuis,"-22,4336","-42,7606"
3791,Odonata,Aeshnidae,Anax concolor,"-22,5368","-42,7854"
7023,Cyprinodontiformes,Poeciliidae,Phalloceros harpagos,"-22,4356","-42,7589"
479,Trichoptera,Hydropsychidae,Sem Informações,"-22,9488","-43,2693"
4609,Characiformes,Characidae,Sem informaçao,"-22,5869","-43,4072"
4392,Characiformes,Characidae,Astyanax giton,"-22,7131","-42,9519"
954,Actinopterygii,Siluriformes,Homodiaetus,"-22,6006","-43,0917"
4491,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,9997","-43,4231"
3855,Odonata,Aeshnidae,Remartinia luteipennis,"-22,4191","-42,7385"
1326,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,8942","-42,7941"
3071,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,6211","-43,2419"
3850,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4494","-42,7752"
454,Trichoptera,Hydroptilidae,Sem Informações,"-22,9594","-43,2778"
3266,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,951","-42,8133"
5002,Characiformes,Characidae,Sem informaçao,"-22,5431","-42,9839"
2857,Actinopterygii,Siluriformes,Neoplecostomus,"-22,5342","-43,0386"
6651,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9881","-43,4631"
1099,Insecta,Odonata,Orthemis,"-22,9621","-43,289"
835,Insecta,Coleoptera,Sem Informações,"-22,9567","-43,2781"
3397,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9642","-43,2164"
3736,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4666","-42,7553"
3246,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9417","-42,8153"
732,Ephemeroptera,Leptohyphidae,Sem Informações,"-22,9349","-43,4485"
1491,Actinopterygii,Atheriniformes,Atherinella,"-22,943","-42,7323"
2942,Actinopterygii,Siluriformes,Hisonotus,"-22,6122","-43,4017"
5601,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,7131","-42,9519"
1490,Actinopterygii,Atheriniformes,Atherinella,"-22,9492","-42,704"
3352,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
1304,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8017"
2920,Actinopterygii,Siluriformes,Ancistrus,"-22,5825","-43,4375"
3411,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,5925","-43,414"
1660,Actinopterygii,Siluriformes,Scleromystax,"-22,5572","-43,2772"
3732,Odonata,Aeshnidae,Anax concolor,"-22,5368","-42,7849"
1100,Insecta,Odonata,Macrothemis,"-22,9621","-43,289"
2426,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5825","-43,4375"
1314,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9633","-42,8403"
25,Trichoptera,Calamoceratidae,Phylloicus abdominalis,"-22,9542","-43,2916"
1471,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8133"
2799,Actinopterygii,Siluriformes,Schizolecis,"-22,4156","-42,5876"
927,Actinopterygii,Siluriformes,Trichomycterus,"-22,9333","-43,4333"
5276,Characiformes,Crenuchidae,Characidium interruptum,"-22,9667","-43,45"
6303,Siluriformes,Heptapteridae,Sem informação,"-22,4736","-42,7606"
1037,Insecta,Odonata,Heteragrion,"-22,9621","-43,289"
604,Basommatophora,Physidae,Sem Informações,"-22,7108","-42,8081"
389,Trichoptera,Hydrobiosidae,Sem Informações,"-22,9488","-43,286"
5543,Characiformes,Crenuchidae,Characidium alipioi,"-22,5792","-43,434"
6714,Siluriformes,Trichomycteridae,Homodiaetus passarelli,"-22,5869","-43,4072"
1514,Actinopterygii,Atheriniformes,Atherinella,"-22,9375","-42,7862"
99,Trichoptera,Sem Informações,Sem Informações,"-22,4818","-43,0133"
3802,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4678","-42,7531"
6684,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9775","-43,4881"
423,Trichoptera,Leptoceridae,Sem Informações,"-22,9489","-43,2858"
2929,Actinopterygii,Siluriformes,Parotocinclus,"-22,5925","-43,414"
1501,Actinopterygii,Atheriniformes,Atherinella,"-22,943","-42,7323"
1052,Insecta,Odonata,Forcepsioneura,"-22,9621","-43,289"
5219,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
2827,Actinopterygii,Siluriformes,Neoplecostomus,"-22,3966","-42,584"
5499,Characiformes,Crenuchidae,Sem informação,"-22,4796","-42,6573"
3825,Odonata,Aeshnidae,Gynacantha mexicana,"-22,4519","-42,7717"
417,Trichoptera,Sem Informações,Sem Informações,"-22,9597","-43,2758"
4860,Characiformes,Characidae,Sem informaçao,"-22,6211","-43,2419"
1456,Actinopterygii,Atheriniformes,Atherinella,"-22,9417","-42,8153"
1284,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9367","-42,8587"
7152,Siluriformes,Trichomycteridae,Sem informação,"-22,5167","-42,9667"
7062,Siluriformes,Trichomycteridae,Sem informação,"-22,5336","-42,9281"
1270,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
2242,Actinopterygii,Siluriformes,Rhamdia,"-22,621","-43,2419"
2549,Actinopterygii,Siluriformes,Hypostomus,"-22,5572","-43,2772"
46,Trichoptera,Polycentropodidae,Sem Informações,"-22,9542","-43,2916"
38,Trichoptera,Leptoceridae,Grumichella rostrata,"-22,9542","-43,2916"
717,Diptera,Chironomidae,Sem Informações,"-22,9489","-43,2858"
3303,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9375","-42,7862"
2632,Actinopterygii,Siluriformes,Parotocinclus,"-22,5039","-42,8931"
6932,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9661","-43,4797"
3331,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,951","-42,8017"
1537,Actinopterygii,Atheriniformes,Atherinella,"-22,9633","-42,8403"
6581,Cyprinodontiformes,Poeciliidae,Phalloceros caudimaculatus,"-22,4164","-42,753"
3265,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,951","-42,8133"
6652,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9658","-43,4931"
2933,Actinopterygii,Siluriformes,Kronichthys,"-22,5781","-43,3928"
6540,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,5336","-42,9281"
5423,Characiformes,Crenuchidae,Characidium vidali,"-22,4942","-42,9981"
4577,Characiformes,Characidae,Sem informaçao,"-22,4164","-42,753"
930,Actinopterygii,Siluriformes,Trichomycterus,"-22,4779","-42,6206"
6987,Siluriformes,Trichomycteridae,Sem informação,"-22,5622","-43,2561"
5271,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9667","-43,45"
3346,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9633","-42,8403"
718,Diptera,Chironomidae,Sem Informações,"-22,9489","-43,2858"
3983,Pleuronectiformes,Achiridae,Achirus lineatus,"-22,5333","-43,0333"
5557,Characiformes,Crenuchidae,Characidium alipioi,"-22,4353","-42,7589"
1487,Actinopterygii,Atheriniformes,Atherinella,"-22,9492","-42,704"
7156,Cyprinodontiformes,Poeciliidae,Phalloceros caudimaculatus,"-22,8125","-42,6569"
3892,Odonata,Aeshnidae,Anax concolor,"-22,5444","-42,8118"
3242,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9417","-42,8153"
4689,Characiformes,Characidae,Sem informaçao,"-22,5792","-43,434"
1113,Insecta,Odonata,Macrothemis,"-22,959","-43,2774"
5249,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
6732,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9167","-43,5"
7078,Cyprinodontiformes,Poeciliidae,Phalloceros harpagos,"-22,5031","-42,894"
3824,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4519","-42,7717"
5776,Characiformes,Crenuchidae,Characidium interruptum,"-22,4356","-42,7589"
2,Trichoptera,Hydropsychidae,Sem Informações,"-22,9567","-43,2781"
26,Trichoptera,Calamoceratidae,Phylloicus abdominalis,"-22,9542","-43,2916"
1230,Actinopterygii,Pleuronectiformes,Achirus,"-22,943","-42,7323"
3887,Odonata,Aeshnidae,Anax concolor,"-22,499","-42,8578"
1036,Insecta,Odonata,Heteragrion,"-22,9621","-43,289"
2405,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5689","-43,3819"
953,Actinopterygii,Siluriformes,Trichomycterus,"-22,5342","-43,0386"
2105,Actinopterygii,Gymnotiformes,Gymnotus,"-22,5794","-43,4361"
6504,Siluriformes,Loricariidae,Sem informação,"-22,5336","-42,9281"
434,Trichoptera,Polycentropodidae,Sem Informações,"-22,9542","-43,2916"
1428,Actinopterygii,Atheriniformes,Atherinella,"-23,071","-43,5676"
4005,Pleuronectiformes,Achiridae,Achirus lineatus,"-22,6928","-42,9553"
4942,Characiformes,Characidae,Sem informaçao,"-22,4356","-42,7589"
6457,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,4489","-42,7717"
4593,Characiformes,Characidae,Astyanax hastatus,"-22,6167","-42,7167"
1156,Insecta,Odonata,Tauriphila,"-22,453","-42,772"
2437,Actinopterygii,Characiformes,Nannostomus,"-22,6147","-43,3889"
1549,Actinopterygii,Atheriniformes,Atherinella,"-22,9417","-42,88"
1504,Actinopterygii,Atheriniformes,Atherinella,"-22,9367","-42,8587"
5367,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4164","-42,753"
5387,Characiformes,Crenuchidae,Sem informação,"-22,5622","-43,2561"
5807,Siluriformes,Loricariidae,Hypostomus affinis,"-22,6928","-42,9553"
4953,Characiformes,Characidae,Sem informaçao,"-22,5431","-42,9839"
5713,Characiformes,Crenuchidae,Sem informação,"-22,5694","-43,1989"
1318,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9417","-42,88"
5025,Characiformes,Characidae,Sem informaçao,"-22,7856","-43,3117"
5674,Characiformes,Crenuchidae,Characidium interruptum,"-22,5869","-43,4072"
4901,Characiformes,Characidae,Mimagoniates microlepis,"-22,8125","-42,6569"
3270,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,951","-42,8133"
1206,Actinopterygii,Pleuronectiformes,Achirus,"-22,951","-42,8133"
1142,Insecta,Odonata,Erythemis,"-22,453","-42,772"
3130,Actinopterygii,Cyprinodontiformes,Phalloceros,"-22,4936","-42,9083"
1656,Actinopterygii,Siluriformes,Scleromystax,"-22,6211","-43,2419"
4327,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,4356","-42,7589"
6255,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,4736","-42,7606"
1476,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8133"
6544,Siluriformes,Loricariidae,Sem informação,"-22,4211","-42,7386"
1108,Insecta,Odonata,Erythrodiplax,"-22,959","-43,2774"
444,Trichoptera,Philopotamidae,Chimarra beckeri,"-22,9488","-43,2693"
2160,Actinopterygii,Gymnotiformes,Gymnotus,"-22,4779","-42,6206"
731,Ephemeroptera,Leptohyphidae,Sem Informações,"-22,9332","-43,4481"
3260,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,951","-42,8133"
3349,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9633","-42,8403"
987,Insecta,Odonata,Hetaerina,"-22,9621","-43,289"
6253,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,9661","-43,4797"
1430,Actinopterygii,Atheriniformes,Atherinella,"-23,071","-43,5676"
3770,Odonata,Aeshnidae,Castoraeschna castor,"-22,4239","-42,7437"
5069,Characiformes,Characidae,Sem informaçao,"-22,6753","-42,9733"
3350,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
3277,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,951","-42,8133"
941,Actinopterygii,Siluriformes,Trichomycterus,"-22,3956","-42,5845"
6461,Siluriformes,Heptapteridae,Imparfinis piperatus,"-22,4833","-42,9142"
2635,Actinopterygii,Siluriformes,Rineloricaria,"-22,5039","-42,8931"
452,Trichoptera,Hydropsychidae,Sem Informações,"-22,9594","-43,2778"
2926,Actinopterygii,Siluriformes,Ancistrus,"-22,5925","-43,414"
2250,Actinopterygii,Siluriformes,Rhamdia,"-22,5572","-43,2772"
4113,Characiformes,Anostomidae,Leporinus copelandii,"-22,8917","-43,2917"
2953,Actinopterygii,Siluriformes,Ancistrus,"-22,6133","-43,4428"
4602,Characiformes,Characidae,Sem informaçao,"-22,5869","-43,4072"
740,Ephemeroptera,Leptophlebiidae,Sem Informações,"-22,9567","-43,2781"
5495,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,4336","-42,7606"
6441,Siluriformes,Heptapteridae,Sem informação,"-22,5783","-43,0639"
438,Trichoptera,Helicopsychidae,Sem Informações,"-22,9542","-43,2916"
49,Trichoptera,Hydropsychidae,Sem Informações,"-22,9542","-43,2916"
462,Trichoptera,Hydropsychidae,Sem Informações,"-22,9542","-43,2916"
4644,Characiformes,Characidae,Astyanax taeniatus,"-22,9683","-43,4942"
4989,Characiformes,Characidae,Sem informaçao,"-22,5792","-43,434"
1109,Insecta,Odonata,Erythrodiplax,"-22,959","-43,2774"
4826,Characiformes,Characidae,Astyanax hastatus,"-22,9833","-43,5"
3311,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9375","-42,7862"
5757,Characiformes,Crenuchidae,Characidium vidali,"-22,4214","-42,7386"
2409,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5831","-43,4469"
1410,Actinopterygii,Atheriniformes,Atherinella,"-22,7147","-43,1319"
385,Trichoptera,Helicopsychidae,Sem Informações,"-22,9636","-43,2923"
1889,Actinopterygii,Characiformes,Characidium,"-22,6152","-42,7362"
1032,Insecta,Odonata,Hetaerina,"-22,9273","-43,3013"
3286,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,943","-42,7323"
16,Trichoptera,Hydropsychidae,Sem Informações,"-22,9594","-43,2778"
6903,Cyprinodontiformes,Poeciliidae,Poecilia vivipara,"-22,9997","-43,4231"
2840,Actinopterygii,Siluriformes,Ancistrus,"-22,4036","-42,589"
383,Trichoptera,Helicopsychidae,Sem Informações,"-22,9585","-43,2774"
