ID,order,family,specie,y,x
1319,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9417","-42,88"
5241,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,5908","-43,0769"
4960,Characiformes,Characidae,Astyanax taeniatus,"-22,9661","-43,4797"
4109,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
2247,Actinopterygii,Siluriformes,Rhamdia,"-22,6042","-43,2211"
6100,Siluriformes,Loricariidae,Rineloricaria steindachneri,"-22,5858","-43,0692"
9,Trichoptera,Leptoceridae,Triplectides gracilis,"-22,9564","-43,2899"
2851,Actinopterygii,Siluriformes,Ancistrus,"-22,5797","-43,4208"
6665,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,935","-43,3822"
5631,Cichliformes,Cichlidae,Mesonauta acora,"-22,451","-42,775"
2106,Actinopterygii,Gymnotiformes,Gymnotus,"-22,6136","-43,2281"
33,Trichoptera,Hydrobiosidae,Sem Informações,"-22,9542","-43,2916"
6251,Siluriformes,Loricariidae,Hypostomus affinis,"-22,6472","-43,4516"
2798,Actinopterygii,Siluriformes,Schizolecis,"-22,4419","-42,627"
1554,Actinopterygii,Atheriniformes,Atherinella,"-22,9417","-42,88"
470,Trichoptera,Hydrobiosidae,Sem Informações,"-22,9574","-43,2776"
2537,Actinopterygii,Siluriformes,Pseudotothyris,"-22,5869","-43,4072"
1167,Insecta,Odonata,Erythemis,"-22,453","-42,772"
6511,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,5944","-43,1317"
1277,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9492","-42,704"
3357,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
1265,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,945","-42,7507"
2107,Actinopterygii,Gymnotiformes,Gymnotus,"-22,5967","-43,2381"
5270,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9661","-43,4797"
7119,Cyprinodontiformes,Poeciliidae,Phalloptychus januarius,"-22,9689","-42,9039"
6458,Siluriformes,Loricariidae,Rineloricaria nigricauda,"-22,4356","-42,7589"
2937,Actinopterygii,Siluriformes,Schizolecis,"-22,6122","-43,4181"
6694,Cyprinodontiformes,Poeciliidae,Poecilia vivipara,"-22,9906","-43,4964"
1147,Insecta,Odonata,Erythemis,"-22,453","-42,772"
730,Ephemeroptera,Leptohyphidae,Sem Informações,"-22,9361","-43,4413"
4024,Characiformes,Anostomidae,Leporinus copelandii,"-22,9417","-43,2083"
4435,Characiformes,Characidae,Astyanax hastatus,"-22,9825","-43,4978"
4478,Characiformes,Characidae,Astyanax hastatus,"-22,9667","-43,45"
4349,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,5914","-43,0908"
2245,Actinopterygii,Siluriformes,Rhamdia,"-22,5967","-43,2381"
5632,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9689","-42,9039"
5723,Characiformes,Crenuchidae,Sem informação,"-22,4942","-42,9981"
10,Trichoptera,Leptoceridae,Sem Informações,"-22,9564","-43,2899"
833,Insecta,Coleoptera,Heterelmis,"-22,9636","-43,2667"
5444,Characiformes,Crenuchidae,Sem informação,"-22,3833","-42,5667"
3250,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,945","-42,7507"
1740,Actinopterygii,Perciformes,Centropomus,"-22,7083","-43,1417"
1274,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
6532,Siluriformes,Loricariidae,Hisonotus notatus,"-22,8125","-42,6569"
1527,Actinopterygii,Atheriniformes,Atherinella,"-22,9543","-42,695"
5210,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
1232,Actinopterygii,Pleuronectiformes,Achirus,"-22,9367","-42,8587"
453,Trichoptera,Hydropsychidae,Sem Informações,"-22,9594","-43,2778"
3376,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,5533","-42,693"
437,Trichoptera,Helicopsychidae,Sem Informações,"-22,9594","-43,2778"
3741,Odonata,Aeshnidae,Anax concolor,"-22,5444","-42,8117"
274,Trichoptera,Hydropsychidae,Sem Informações,"-22,9332","-43,4806"
1268,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
5250,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
1281,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,943","-42,7323"
1058,Insecta,Odonata,Peristicta,"-22,453","-42,772"
450,Trichoptera,Hydrobiosidae,Sem Informações,"-22,9594","-43,2778"
6396,Gymnotiformes,Gymnotidae,Gymnotus carapo,"-22,4489","-42,7717"
1294,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9375","-42,7862"
3745,Odonata,Aeshnidae,Anax concolor,"-22,4246","-42,745"
4356,Siluriformes,Callichthyidae,Hoplosternum littorale,"-22,9186","-42,9158"
6489,Siluriformes,Loricariidae,Schizolecis guntheri,"-22,4214","-42,7386"
3859,Odonata,Aeshnidae,Anax concolor,"-22,5504","-42,8198"
2104,Actinopterygii,Gymnotiformes,Gymnotus,"-22,6211","-43,2419"
838,Insecta,Coleoptera,Macrelmis,"-22,9638","-43,2667"
2538,Actinopterygii,Siluriformes,Parotocinclus,"-22,5869","-43,4072"
6362,Siluriformes,Loricariidae,Pareiorhaphis garbei,"-22,4942","-42,9981"
900,Actinopterygii,Siluriformes,Trichomycterus,"-22,5039","-42,8931"
4232,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,6133","-43,4108"
3251,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,945","-42,7507"
4618,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5792","-43,434"
421,Trichoptera,Hydroptilidae,Sem Informações,"-22,9489","-43,2858"
776,Ephemeroptera,Baetidae,Sem Informações,"-22,9349","-43,4485"
1134,Insecta,Odonata,Orthemis,"-22,453","-42,772"
6120,Siluriformes,Loricariidae,Hypostomus affinis,"-22,5707","-43,3169"
4413,Characiformes,Characidae,Astyanax hastatus,"-22,9906","-43,4964"
6655,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9728","-43,4197"
3902,Odonata,Aeshnidae,Gynacantha mexicana,"-22,4371","-42,7732"
4422,Characiformes,Characidae,Sem informaçao,"-22,8665","-43,0031"
1165,Insecta,Odonata,Erythemis,"-22,453","-42,772"
4617,Characiformes,Characidae,Mimagoniates microlepis,"-22,6167","-42,7167"
5220,Characiformes,Characidae,Sem informaçao,"-22,4989","-42,905"
7089,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,5817","-43,1633"
1310,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9633","-42,8403"
4710,Characiformes,Characidae,Astyanax hastatus,"-22,9683","-43,4942"
4598,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
1231,Actinopterygii,Pleuronectiformes,Achirus,"-22,943","-42,7323"
3989,Characiformes,Anostomidae,Leporinus copelandii,"-22,8917","-43,2917"
4744,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
6786,Cyprinodontiformes,Poeciliidae,Phalloceros caudimaculatus,"-22,9667","-43,45"
3241,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9417","-42,8153"
463,Trichoptera,Leptoceridae,Atanatolica brasiliana,"-22,9542","-43,2916"
6080,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,6211","-43,2419"
2109,Actinopterygii,Gymnotiformes,Gymnotus,"-22,6042","-43,2211"
7157,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,5783","-43,0639"
4900,Characiformes,Characidae,Astyanax hastatus,"-22,4356","-42,7589"
4961,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
451,Trichoptera,Hydropsychidae,Leptonema pallidum,"-22,9594","-43,2778"
4862,Characiformes,Characidae,Astyanax janeiroensis,"-22,4489","-42,7717"
409,Trichoptera,Philopotamidae,Chimarra kontilos,"-22,9542","-43,2916"
3319,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9375","-42,7862"
778,Ephemeroptera,Baetidae,Sem Informações,"-22,9356","-43,4392"
5228,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5428","-43,0664"
406,Trichoptera,Leptoceridae,Sem Informações,"-22,9574","-43,2776"
3236,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9417","-42,8153"
3290,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9367","-42,8587"
5174,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
3344,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9633","-42,8403"
1474,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8133"
4615,Characiformes,Characidae,Sem informaçao,"-22,5831","-43,4469"
2833,Actinopterygii,Siluriformes,Parotocinclus,"-22,5533","-42,693"
6512,Siluriformes,Heptapteridae,Sem informação,"-22,5783","-43,0639"
1083,Insecta,Odonata,Coryphaeschna,"-22,453","-42,772"
1521,Actinopterygii,Atheriniformes,Atherinella,"-22,9375","-42,7862"
2912,Actinopterygii,Siluriformes,Kronichthys,"-22,5494","-43,3039"
3287,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,943","-42,7323"
5682,Characiformes,Crenuchidae,Characidium vidali,"-22,4989","-42,905"
3299,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9375","-42,7862"
2928,Actinopterygii,Siluriformes,Kronichthys,"-22,5925","-43,414"
1033,Insecta,Odonata,Hetaerina,"-22,9273","-43,3013"
1502,Actinopterygii,Atheriniformes,Atherinella,"-22,943","-42,7323"
6699,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,915","-43,4142"
6566,Cyprinodontiformes,Poeciliidae,Poecilia vivipara,"-23,0167","-43,4167"
4778,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
2546,Actinopterygii,Siluriformes,Pseudotothyris,"-22,6042","-43,2211"
1290,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9375","-42,7862"
399,Trichoptera,Hydropsychidae,Sem Informações,"-22,9488","-43,286"
6519,Siluriformes,Loricariidae,Pareiorhaphis garbei,"-22,5167","-42,9667"
39,Trichoptera,Leptoceridae,Grumichella rostrata,"-22,9542","-43,2916"
3323,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9375","-42,7862"
5753,Characiformes,Crenuchidae,Characidium vidali,"-22,5658","-43,1836"
6259,Siluriformes,Loricariidae,Hypostomus affinis,"-22,4736","-42,7606"
2848,Actinopterygii,Siluriformes,Hypostomus,"-22,8942","-42,7941"
1311,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9633","-42,8403"
3370,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9417","-42,88"
3354,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
1895,Actinopterygii,Characiformes,Characidium,"-22,8942","-42,7941"
2416,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5781","-43,3928"
3606,Hygrophila,Planorbidae,Biomphalaria straminea,"-22,9655","-43,1765"
1300,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9375","-42,7862"
3269,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,951","-42,8133"
6656,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9775","-43,4625"
3362,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9417","-42,88"
149,Trichoptera,Leptoceridae,Oecetis iguazu,"-22,4306","-42,7707"
5769,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,5944","-43,1317"
4004,Pleuronectiformes,Achiridae,Achirus lineatus,"-22,6917","-42,8083"
2097,Actinopterygii,Gymnotiformes,Gymnotus,"-22,6344","-43,273"
1486,Actinopterygii,Atheriniformes,Atherinella,"-22,9492","-42,704"
3315,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9375","-42,7862"
6244,Siluriformes,Heptapteridae,Rhamdioglanis frenatus,"-22,5622","-43,2561"
4728,Characiformes,Characidae,Mimagoniates microlepis,"-22,4796","-42,6573"
699,Diptera,Chironomidae,Sem Informações,"-22,9489","-43,2858"
3794,Odonata,Aeshnidae,Anax concolor,"-22,5413","-42,8089"
660,Diptera,Chironomidae,Sem Informações,"-22,9567","-43,2781"
1481,Actinopterygii,Atheriniformes,Atherinella,"-22,9492","-42,704"
3813,Odonata,Aeshnidae,Gynacantha mexicana,"-22,4511","-42,771"
442,Trichoptera,Helicopsychidae,Sem Informações,"-22,9488","-43,2693"
3300,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9375","-42,7862"
1138,Insecta,Odonata,Erythemis,"-22,453","-42,772"
748,Ephemeroptera,Leptophlebiidae,Sem Informações,"-22,9489","-43,2858"
4690,Characiformes,Characidae,Astyanax hastatus,"-22,9683","-43,4942"
5932,Siluriformes,Loricariidae,Sem informação,"-22,9167","-43,4167"
2415,Actinopterygii,Siluriformes,Acentronichthys,"-22,5781","-43,3928"
3291,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9367","-42,8587"
4013,Characiformes,Anostomidae,Leporinus copelandii,"-22,9417","-43,2083"
4354,Siluriformes,Callichthyidae,Hoplosternum littorale,"-22,7131","-42,9519"
4370,Siluriformes,Callichthyidae,Corydoras nattereri,"-22,6133","-43,4108"
4110,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
3886,Odonata,Aeshnidae,Anax concolor,"-22,4246","-42,743"
1024,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
1287,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9375","-42,7862"
3255,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,945","-42,7507"
1105,Insecta,Odonata,Macrothemis,"-22,959","-43,2774"
5687,Characiformes,Crenuchidae,Characidium vidali,"-22,4942","-42,9981"
1407,Actinopterygii,Atheriniformes,Atherinella,"-22,7083","-43,1417"
3338,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9543","-42,695"
1266,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
1215,Actinopterygii,Pleuronectiformes,Achirus,"-22,9492","-42,704"
6098,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,6167","-42,7167"
5660,Characiformes,Crenuchidae,Sem informação,"-22,5622","-43,2561"
2060,Actinopterygii,Characiformes,Hoplias,"-22,5925","-43,414"
1014,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
3809,Odonata,Aeshnidae,Castoraeschna castor,"-22,4694","-42,7584"
1432,Actinopterygii,Atheriniformes,Atherinella,"-23,071","-43,5676"
3822,Odonata,Aeshnidae,Anax concolor,"-22,4247","-42,743"
381,Trichoptera,Helicopsychidae,Sem Informações,"-22,9542","-43,2916"
6376,Siluriformes,Loricariidae,Sem informação,"-22,5031","-42,894"
1525,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8017"
6673,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9689","-43,4292"
5530,Characiformes,Crenuchidae,Characidium alipioi,"-22,5792","-43,434"
1513,Actinopterygii,Atheriniformes,Atherinella,"-22,9375","-42,7862"
6368,Gymnotiformes,Gymnotidae,Gymnotus pantherinus,"-22,5908","-43,0769"
5243,Characiformes,Characidae,Oligosarcus hepsetus,"-22,4989","-42,905"
1397,Actinopterygii,Atheriniformes,Atherinella,"-22,9297","-43,1225"
6925,Cyprinodontiformes,Poeciliidae,Phalloceros harpagos,"-22,9186","-42,9158"
1060,Insecta,Odonata,Forcepsioneura,"-22,453","-42,772"
4709,Characiformes,Characidae,Astyanax janeiroensis,"-22,4347","-42,7686"
2420,Actinopterygii,Siluriformes,Acentronichthys,"-22,5456","-43,3014"
1316,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,9417","-42,88"
1398,Actinopterygii,Atheriniformes,Atherinella,"-22,9297","-43,1225"
6334,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,5858","-43,0692"
407,Trichoptera,Odontoceridae,Sem Informações,"-22,9488","-43,286"
2414,Actinopterygii,Siluriformes,Rhamdia,"-22,5925","-43,414"
2968,Actinopterygii,Siluriformes,Ancistrus,"-22,5912","-43,4323"
965,Actinopterygii,Siluriformes,Trichomycterus,"-22,5858","-43,4383"
431,Trichoptera,Sem Informações,Sem Informações,"-22,4833","-42,9833"
2357,Actinopterygii,Siluriformes,Acentronichthys,"-22,4419","-42,627"
6115,Siluriformes,Heptapteridae,Pimelodella lateristriga,"-22,5933","-43,1219"
42,Trichoptera,Leptoceridae,Sem Informações,"-22,9542","-43,2916"
5754,Characiformes,Crenuchidae,Characidium vidali,"-22,5167","-42,9667"
6671,Cyprinodontiformes,Poeciliidae,Poecilia vivipara,"-22,6753","-42,9733"
5777,Characiformes,Crenuchidae,Characidium vidali,"-22,4833","-42,9142"
5252,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
5534,Characiformes,Crenuchidae,Characidium vidali,"-22,5694","-43,1989"
3757,Odonata,Aeshnidae,Anax concolor,"-22,4247","-42,745"
6496,Siluriformes,Loricariidae,Hypostomus affinis,"-22,6231","-43,2306"
3793,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4681","-42,7586"
3865,Odonata,Aeshnidae,Gynacantha mexicana,"-22,4621","-42,763"
4948,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
6084,Siluriformes,Heptapteridae,Pimelodella lateristriga,"-22,5869","-43,4072"
3496,Actinopterygii,Siluriformes,Microglanis,"-22,6152","-42,7362"
3343,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9633","-42,8403"
6466,Siluriformes,Loricariidae,Parotocinclus maculicauda,"-22,8125","-42,6569"
948,Actinopterygii,Siluriformes,Trichomycterus,"-22,4036","-42,589"
6050,Siluriformes,Heptapteridae,Imparfinis minutus,"-22,5792","-43,434"
1470,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8133"
4981,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
2542,Actinopterygii,Siluriformes,Schizolecis,"-22,6136","-43,2281"
3841,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4621","-42,763"
1552,Actinopterygii,Atheriniformes,Atherinella,"-22,9417","-42,88"
1524,Actinopterygii,Atheriniformes,Atherinella,"-22,951","-42,8017"
5550,Characiformes,Crenuchidae,Characidium alipioi,"-22,5694","-43,1989"
5242,Characiformes,Characidae,Sem informaçao,"-22,6211","-43,2419"
32,Trichoptera,Helicopsychidae,Sem Informações,"-22,9542","-43,2916"
4383,Siluriformes,Callichthyidae,Callichthys callichthys,"-22,9133","-42,9164"
4855,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,6211","-43,2419"
6509,Siluriformes,Loricariidae,Hypostomus punctatus,"-22,4489","-42,7717"
1000,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
3264,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,951","-42,8133"
6801,Cyprinodontiformes,Poeciliidae,Phalloceros harpagos,"-22,9547","-43,49"
1506,Actinopterygii,Atheriniformes,Atherinella,"-22,9367","-42,8587"
6314,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,7131","-42,9519"
990,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
6546,Siluriformes,Loricariidae,Hypostomus affinis,"-22,6133","-43,4108"
1031,Insecta,Odonata,Hetaerina,"-22,9273","-43,3013"
2004,Actinopterygii,Characiformes,Hoplias,"-22,5572","-43,2772"
2404,Actinopterygii,Siluriformes,Acentronichthys,"-22,5689","-43,3819"
3363,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9417","-42,88"
2003,Actinopterygii,Characiformes,Hoplias,"-22,6042","-43,2211"
3360,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
4614,Characiformes,Characidae,Sem informaçao,"-22,5725","-43,1967"
414,Trichoptera,Polycentropodidae,Sem Informações,"-22,9542","-43,2916"
934,Actinopterygii,Siluriformes,Trichomycterus,"-22,932","-43,4389"
411,Trichoptera,Philopotamidae,Chimarra beckeri,"-22,9488","-43,286"
2939,Actinopterygii,Siluriformes,Ancistrus,"-22,6122","-43,4181"
3830,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4691","-42,7612"
6088,Siluriformes,Heptapteridae,Pimelodella lateristriga,"-22,5989","-43,1464"
4100,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
5770,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4489","-42,7717"
1893,Actinopterygii,Characiformes,Characidium,"-22,8942","-42,7941"
4972,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
3927,Cyprinodontiformes,Anablepidae,Jenynsia multidentata,"-22,9689","-42,9039"
1271,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
6693,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9939","-43,4953"
448,Trichoptera,Polycentropodidae,Sem Informações,"-22,9564","-43,2899"
3908,Odonata,Aeshnidae,Anax concolor,"-22,5503","-42,8199"
6480,Siluriformes,Heptapteridae,Rhamdia quelen,"-22,8125","-42,6569"
3499,Actinopterygii,Cyprinodontiformes,Kryptolebias,"-22,6042","-43,2211"
5238,Characiformes,Characidae,Sem informaçao,"-22,5908","-43,0769"
63,Trichoptera,Helicopsychidae,Sem Informações,"-22,9469","-43,2923"
1273,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,951","-42,8133"
2235,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5831","-43,4469"
4469,Characiformes,Characidae,Hyphessobrycon reticulatus,"-23,0139","-43,4864"
485,Trichoptera,Odontoceridae,Sem Informações,"-22,9488","-43,2693"
4228,Siluriformes,Callichthyidae,Callichthys callichthys,"-22,9147","-42,9164"
392,Trichoptera,Hydropsychidae,Macrostemum diagramma,"-22,9495","-43,2803"
2397,Actinopterygii,Siluriformes,Pimelodella,"-22,6147","-43,3889"
6658,Cyprinodontiformes,Poeciliidae,Poecilia vivipara,"-22,6928","-42,9553"
3882,Odonata,Aeshnidae,Gynacantha mexicana,"-22,462","-42,7628"
3276,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,951","-42,8133"
2377,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5216","-42,6301"
489,Trichoptera,Ecnomidae,Sem Informações,"-22,9542","-43,2916"
401,Trichoptera,Hydroptilidae,Sem Informações,"-22,9578","-43,289"
4220,Siluriformes,Callichthyidae,Hoplosternum littorale,"-22,7131","-42,9519"
1059,Insecta,Odonata,Forcepsioneura,"-22,453","-42,772"
408,Trichoptera,Odontoceridae,Sem Informações,"-22,9495","-43,2803"
2835,Actinopterygii,Siluriformes,Schizolecis,"-22,5533","-42,693"
4293,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,5336","-42,9281"
2382,Actinopterygii,Siluriformes,Rhamdia,"-22,6152","-42,7362"
998,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
5679,Characiformes,Crenuchidae,Sem informação,"-22,4942","-42,9981"
5681,Characiformes,Curimatidae,Cyphocharax gilbert,"-22,7131","-42,9519"
6503,Siluriformes,Loricariidae,Sem informação,"-22,5167","-42,9667"
1028,Insecta,Odonata,Hetaerina,"-22,9273","-43,3013"
2236,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5842","-43,4433"
3353,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9633","-42,8403"
1263,Actinopterygii,Cyprinodontiformes,Jenynsia,"-22,945","-42,7507"
3628,Hemiptera,Veliidae,Rhagovelia lucida,"-22,9339","-43,45"
2922,Actinopterygii,Siluriformes,Kronichthys,"-22,5897","-43,4333"
2863,Actinopterygii,Siluriformes,Rineloricaria,"-22,6142","-43,1047"
1853,Actinopterygii,Characiformes,Characidium,"-22,4972","-42,9939"
6598,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,4164","-42,753"
943,Actinopterygii,Siluriformes,Trichomycterus,"-22,5216","-42,6301"
4294,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,5031","-42,894"
6710,Siluriformes,Trichomycteridae,Homodiaetus passarelli,"-22,5707","-43,3169"
467,Trichoptera,Leptoceridae,Sem Informações,"-22,9542","-43,2916"
2927,Actinopterygii,Siluriformes,Hypostomus,"-22,5925","-43,414"
3410,Actinopterygii,Cyprinodontiformes,Phalloceros,"-22,5925","-43,414"
4561,Characiformes,Characidae,Oligosarcus hepsetus,"-22,4164","-42,753"
944,Actinopterygii,Siluriformes,Trichomycterus,"-22,5216","-42,6301"
720,Diptera,Chironomidae,Sem Informações,"-22,9489","-43,2858"
4338,Siluriformes,Callichthyidae,Scleromystax barbatus,"-22,6167","-42,7167"
1670,Actinopterygii,Siluriformes,Scleromystax,"-22,5039","-42,8931"
496,Trichoptera,Hydropsychidae,Sem Informações,"-22,495","-42,9981"
3244,Actinopterygii,Cyprinodontiformes,Poecilia,"-22,9417","-42,8153"
483,Trichoptera,Hydrobiosidae,Sem Informações,"-22,9488","-43,2693"
78,Trichoptera,Leptoceridae,Sem Informações,"-22,9488","-43,286"
1168,Insecta,Odonata,Erythemis,"-22,453","-42,772"
1538,Actinopterygii,Atheriniformes,Atherinella,"-22,9633","-42,8403"
6330,Siluriformes,Loricariidae,Sem informação,"-22,8914","-42,794"
6783,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9661","-43,4797"
5198,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
5751,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,6133","-43,4108"
4168,Cyprinodontiformes,Anablepidae,Jenynsia lineata,"-22,9489","-42,9681"
2383,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,4036","-42,589"
405,Trichoptera,Leptoceridae,Sem Informações,"-22,9542","-43,2916"
6349,Characiformes,Curimatidae,Cyphocharax gilbert,"-22,6753","-42,9736"
466,Trichoptera,Leptoceridae,Sem Informações,"-22,9542","-43,2916"
1098,Insecta,Odonata,Macrothemis,"-22,9621","-43,289"
1732,Actinopterygii,Siluriformes,Scleromystax,"-22,5781","-43,3928"
4330,Siluriformes,Callichthyidae,Callichthys callichthys,"-22,9161","-42,914"
1152,Insecta,Odonata,Orthemis,"-22,453","-42,772"
6391,Siluriformes,Heptapteridae,Acentronichthys leptos,"-22,4214","-42,7386"
1018,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
3818,Odonata,Aeshnidae,Gynacantha nervosa,"-22,4685","-42,7585"
393,Trichoptera,Hydropsychidae,Macrostemum diagramma,"-22,9488","-43,286"
1139,Insecta,Odonata,Erythemis,"-22,453","-42,772"
2358,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,4419","-42,627"
3815,Odonata,Aeshnidae,Remartinia luteipennis,"-22,4525","-42,7723"
1722,Actinopterygii,Siluriformes,Scleromystax,"-22,5797","-43,4208"
2373,Actinopterygii,Siluriformes,Rhamdia,"-22,5447","-42,9769"
991,Insecta,Odonata,Hetaerina,"-22,959","-43,2774"
6683,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9825","-43,4978"
1,Trichoptera,Sem Informações,Sem Informações,"-22,9567","-43,2781"
6090,Siluriformes,Loricariidae,Sem informação,"-22,5867","-43,1842"
6223,Gymnotiformes,Gymnotidae,Gymnotus pantherinus,"-22,5622","-43,2561"
2797,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4419","-42,627"
6666,Cyprinodontiformes,Poeciliidae,Sem informação,"-22,9403","-43,3972"
3365,Actinopterygii,Cyprinodontiformes,Phalloptychus,"-22,9417","-42,88"
3873,Odonata,Aeshnidae,Anax concolor,"-22,5446","-42,8119"
6408,Siluriformes,Loricariidae,Sem informação,"-22,4356","-42,7589"
419,Trichoptera,Hydropsychidae,Sem Informações,"-22,9489","-43,2858"
