ID_,lat_x,long_y,Familia_,Ordem_
2573,-21.63,"-42,034,528",Characidae,Peixe
2574,-21.63,"-42,034,528",Characidae,Peixe
2575,-21.63,"-42,034,528",Characidae,Peixe
2576,-21.63,"-42,034,528",Characidae,Peixe
2577,-21.63,"-42,034,528",Characidae,Peixe
2578,"-21,698,111","-42,238,944",Characidae,Peixe
2579,"-21,698,111","-42,238,944",Characidae,Peixe
2580,"-21,698,111","-42,238,944",Characidae,Peixe
2581,"-21,698,111","-42,238,944",Characidae,Peixe
2582,"-21,698,111","-42,238,944",Characidae,Peixe
2583,"-21,698,111","-42,238,944",Characidae,Peixe
2584,"-21,698,111","-42,238,944",Characidae,Peixe
2585,"-21,698,111","-42,238,944",Characidae,Peixe
2586,"-22,232,233","-419,372",Characidae,Peixe
2587,"-22,232,233","-419,372",Characidae,Peixe
2588,"-222,599","-41,897,617",Characidae,Peixe
2589,"-22,276,483","-418,749",Characidae,Peixe
2590,-22.7,"-43,883,333",Characidae,Peixe
2591,"-22,426,008","-42,174,189",Characidae,Peixe
2592,"-22,426,008","-42,174,189",Characidae,Peixe
2593,"-22,540,639","-42,431,694",Characidae,Peixe
2594,"-219,071","-4,171,285",Characidae,Peixe
2595,"-21,715,194","-42,342,417",Characidae,Peixe
2596,"-21,715,194","-42,342,417",Characidae,Peixe
2597,"-21,717,389","-41,924,028",Characidae,Peixe
2598,"-21,717,389","-41,924,028",Characidae,Peixe
2599,-21.58,"-42,142,778",Characidae,Peixe
2600,-21.58,"-42,142,778",Characidae,Peixe
2601,"-21,634,694","-41,761,444",Characidae,Peixe
2602,"-21,634,694","-41,761,444",Characidae,Peixe
2603,"-22,233","-42,035,556",Characidae,Peixe
2604,"-22,237","-42,020,111",Characidae,Peixe
2605,"-22,451,667","-43,207,222",Characidae,Peixe
2606,"-22,517,778","-42,898,611",Characidae,Peixe
2607,"-22,303,339","-42,869,969",Characidae,Peixe
2608,"-21,634,444","-42,033,861",Characidae,Peixe
2609,"-21,634,444","-42,033,861",Characidae,Peixe
2610,"-21,634,444","-42,033,861",Characidae,Peixe
2611,"-21,634,444","-42,033,861",Characidae,Peixe
2612,"-21,634,694","-41,761,444",Characidae,Peixe
2613,"-21,634,694","-41,761,444",Characidae,Peixe
2614,"-21,634,694","-41,761,444",Characidae,Peixe
2615,"-21,748,528","-42,342,417",Characidae,Peixe
2616,"-21,748,528","-42,342,417",Characidae,Peixe
2617,"-21,748,528","-42,342,417",Characidae,Peixe
2618,"-21,748,528","-42,342,417",Characidae,Peixe
2619,"-21,717,389","-41,924,028",Characidae,Peixe
2620,"-21,717,389","-41,924,028",Characidae,Peixe
2621,"-21,717,389","-41,924,028",Characidae,Peixe
2622,-21.58,"-42,142,778",Characidae,Peixe
2623,-21.58,"-42,142,778",Characidae,Peixe
2624,-21.58,"-42,142,778",Characidae,Peixe
2625,"-22,507,222","-4,248,675",Characidae,Peixe
2626,"-23,021,389","-44,547,778",Characidae,Peixe
2627,"-22,514,722","-43,754,167",Characidae,Peixe
2628,"-21,634,444","-42,033,861",Characidae,Peixe
2629,"-21,634,444","-42,033,861",Characidae,Peixe
2630,"-22,559,139","-42,333,444",Characidae,Peixe
2631,"-22,222,469","-43,072,208",Characidae,Peixe
2632,"-21,841,078","-42,576,703",Characidae,Peixe
2633,"-22,029,314","-43,000,878",Characidae,Peixe
2634,"-22,671,147",-43.75.305,Cichlidae,Peixe
2635,"-22,687,492",-43.82.635,Cichlidae,Peixe
2636,"-22,532,436","-43,818,347",Cichlidae,Peixe
2637,"-22,748,208","-44,125,314",Cichlidae,Peixe
2638,"-21,230,022",-42.09.325,Cichlidae,Peixe
2639,"-22,292,317","-41,846,172",Cichlidae,Peixe
2640,"-21,715,194","-42,342,417",Cichlidae,Peixe
2641,"-21,715,194","-42,342,417",Cichlidae,Peixe
2642,-21.58,"-42,142,778",Cichlidae,Peixe
2643,-21.58,"-42,142,778",Cichlidae,Peixe
2644,"-21,634,694","-41,761,444",Cichlidae,Peixe
2645,"-22,713,008","-42,952,131",Cichlidae,Peixe
2646,"-21,634,444","-42,033,861",Cichlidae,Peixe
2647,"-21,634,444","-42,033,861",Cichlidae,Peixe
2648,"-21,634,694","-41,761,444",Cichlidae,Peixe
2649,"-21,634,694","-41,761,444",Cichlidae,Peixe
2650,"-21,748,528","-42,342,417",Cichlidae,Peixe
2651,"-21,748,528","-42,342,417",Cichlidae,Peixe
2652,"-21,748,528","-42,342,417",Cichlidae,Peixe
2653,-21.58,"-42,142,778",Cichlidae,Peixe
2654,-21.58,"-42,142,778",Cichlidae,Peixe
2655,-21.58,"-42,142,778",Cichlidae,Peixe
2656,"-22,514,722","-43,754,167",Loricariidae,Peixe
2657,"-22,514,722","-43,754,167",Loricariidae,Peixe
2658,"-21,634,444","-42,033,861",Loricariidae,Peixe
2659,"-21,634,444","-42,033,861",Loricariidae,Peixe
2660,"-22,237","-42,020,111",Loricariidae,Peixe
2661,"-22,600,556","-43,091,667",Loricariidae,Peixe
2662,"-22,426,008","-42,174,189",Loricariidae,Peixe
2663,"-22,426,008","-42,174,189",Loricariidae,Peixe
2664,-22.3.972,"-42,095,033",Loricariidae,Peixe
2665,"-22,540,639","-42,431,694",Sciaenidae,Peixe
2666,"-21,850,278","-42,453,056",Sciaenidae,Peixe
2667,"-22,503,889","-42,893,056",Sciaenidae,Peixe
2668,"-22,559,139","-42,333,444",Sciaenidae,Peixe
2669,"-21,800,031","-4,158,455",Sciaenidae,Peixe
2670,"-21,577,167","-41,577,167",Sciaenidae,Peixe
2671,"-21,577,167","-41,577,167",Sciaenidae,Peixe
2672,"-21,577,167","-41,577,167",Sciaenidae,Peixe
2673,-21.63,"-42,034,528",Sciaenidae,Peixe
2674,-21.63,"-42,034,528",Sciaenidae,Peixe
2675,-21.63,"-42,034,528",Sciaenidae,Peixe
2676,-21.63,"-42,034,528",Sciaenidae,Peixe
2677,-21.63,"-42,034,528",Sciaenidae,Peixe
2678,"-21,698,111","-42,238,944",Sciaenidae,Peixe
2679,"-21,698,111","-42,238,944",Sciaenidae,Peixe
2680,"-21,698,111","-42,238,944",Sciaenidae,Peixe
2681,"-21,715,194","-42,342,417",Sciaenidae,Peixe
2682,"-21,715,194","-42,342,417",Sciaenidae,Peixe
2683,"-21,717,389","-41,924,028",Sciaenidae,Peixe
2684,"-21,717,389","-41,924,028",Sciaenidae,Peixe
2685,-21.58,"-42,142,778",Sciaenidae,Peixe
2686,-21.58,"-42,142,778",Sciaenidae,Peixe
2687,"-21,634,694","-41,761,444",Sciaenidae,Peixe
2688,"-21,634,694","-41,761,444",Sciaenidae,Peixe
2689,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2690,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2691,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2692,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2693,"-21,634,694","-41,761,444",Sciaenidae,Peixe
2694,"-21,634,694","-41,761,444",Sciaenidae,Peixe
2695,"-21,634,694","-41,761,444",Sciaenidae,Peixe
2696,"-21,748,528","-42,342,417",Sciaenidae,Peixe
2697,"-21,748,528","-42,342,417",Sciaenidae,Peixe
2698,"-21,748,528","-42,342,417",Sciaenidae,Peixe
2699,"-21,717,389","-41,924,028",Sciaenidae,Peixe
2700,-21.58,"-42,142,778",Sciaenidae,Peixe
2701,-21.58,"-42,142,778",Sciaenidae,Peixe
2702,-21.58,"-42,142,778",Sciaenidae,Peixe
2703,-21.58,"-42,142,778",Sciaenidae,Peixe
2704,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2705,"-21,634,444","-42,033,861",Sciaenidae,Peixe
2706,"-22,671,147","-4,375,305",Loricariidae,Peixe
2707,"-22,687,492","-4,382,635",Loricariidae,Peixe
2708,"-225,099","-44,620,806",Loricariidae,Peixe
2709,"-22,632,381","-4,389,415",Loricariidae,Peixe
2710,"-22,497,222","-42,993,889",Loricariidae,Peixe
2711,"-22,499,444","-42,978,611",Loricariidae,Peixe
2712,"-22,524,917","-43,031,694",Loricariidae,Peixe
2713,"-22,524,917","-43,030,861",Loricariidae,Peixe
2714,"-22,430,583","-42,538,944",Loricariidae,Peixe
2715,"-22,430,583","-42,538,944",Loricariidae,Peixe
2716,"-22,498,864","-42,509,731",Loricariidae,Peixe
2717,"-22,498,864","-42,509,731",Loricariidae,Peixe
2718,"-22,347,531","-42,319,056",Loricariidae,Peixe
2719,"-22,534,167","-43,038,611",Loricariidae,Peixe
2720,"-22,332,222","-44,539,444",Loricariidae,Peixe
2721,"-22,414,089","-42,907,742",Loricariidae,Peixe
2722,"-22,415,233","-4,290,325",Loricariidae,Peixe
2723,"-22,415,303","-42,903,033",Loricariidae,Peixe
2724,"-22,407,842","-42,871,447",Loricariidae,Peixe
2725,"-22,452,194","-44,609,833",Loricariidae,Peixe
2726,"-22,454,028","-44,607,083",Loricariidae,Peixe
2727,"-22,326,639",-44.6,Loricariidae,Peixe
2728,"-22,333,583","-44,544,194",Loricariidae,Peixe
2729,"-22,357,806","-44,501,083",Loricariidae,Peixe
2730,"-22,402,833","-44,513,667",Loricariidae,Peixe
2731,"-23,191,306","-44,844,611",Loricariidae,Peixe
2732,"-22,488,056","-42,270,556",Loricariidae,Peixe
2733,"-21,800,031","-4,158,455",Loricariidae,Peixe
2734,"-22,503,889","-42,893,056",Loricariidae,Peixe
2735,"-21,191,667","-41,555,831",Loricariidae,Peixe
2736,"-22,886,808","-42,601,525",Loricariidae,Peixe
2737,"-22,894,231","-42,794,094",Loricariidae,Peixe
2738,"-22,894,231","-42,794,094",Loricariidae,Peixe
2739,"-21,964,722","-41,836,131",Loricariidae,Peixe
2740,"-21,810,556","-41,633,611",Loricariidae,Peixe
2741,"-21,800,031","-4,158,455",Loricariidae,Peixe
2742,"-21,634,444","-42,033,861",Loricariidae,Peixe
2743,"-21,634,694","-41,761,444",Loricariidae,Peixe
2744,-21.58,"-42,142,778",Loricariidae,Peixe
2745,"-22,586,944","-43,407,222",Loricariidae,Peixe
2746,"-22,621,111","-43,241,944",Loricariidae,Peixe
2747,"-22,613,611","-43,228,056",Loricariidae,Peixe
2748,"-22,596,667","-43,238,056",Loricariidae,Peixe
2749,"-22,604,167","-43,221,111",Loricariidae,Peixe
2750,"-22,557,222","-43,277,222",Loricariidae,Peixe
2751,"-2,222,585","-42,004,733",Loricariidae,Peixe
2752,"-22,225,983","-4,197,545",Loricariidae,Peixe
2753,"-222,599","-41,897,617",Loricariidae,Peixe
2754,"-2,222,585","-42,004,733",Loricariidae,Peixe
2755,"-22,225,983","-4,197,545",Loricariidae,Peixe
2756,"-22,232,233","-419,372",Loricariidae,Peixe
2757,"-222,599","-41,897,617",Loricariidae,Peixe
2758,"-22,276,483","-418,749",Loricariidae,Peixe
2759,"-22,426,008","-42,174,189",Loricariidae,Peixe
2760,"-22,426,008","-42,174,189",Loricariidae,Peixe
2761,"-223,972","-42,095,033",Loricariidae,Peixe
2762,"-22,540,639","-42,431,694",Loricariidae,Peixe
2763,"-219,071","-4,171,285",Loricariidae,Peixe
2764,"-22,233","-42,035,556",Loricariidae,Peixe
2765,"-22,237","-42,020,111",Loricariidae,Peixe
2766,"-22,233","-42,035,556",Loricariidae,Peixe
2767,"-22,582,925","-42,575,203",Loricariidae,Peixe
2768,"-22,553,306","-42,692,972",Loricariidae,Peixe
2769,"-22,615,244","-42,736,172",Loricariidae,Peixe
2770,"-22,600,556","-43,091,667",Loricariidae,Peixe
2771,"-22,614,722","-43,388,889",Loricariidae,Peixe
2772,"-22,653,333","-435,375",Loricariidae,Peixe
2773,"-225,925","-43,414,444",Loricariidae,Peixe
2774,"-22,612,222","-43,418,056",Loricariidae,Peixe
2775,"-22,612,222","-43,418,056",Poeciliidae,Peixe
2776,"-22,652,222","-43,401,667",Poeciliidae,Peixe
2777,"-22,559,139","-42,333,444",Poeciliidae,Peixe
2778,"-22,591,222","-43,432,278",Poeciliidae,Peixe
2779,"-224,465","-42,752,075",Poeciliidae,Peixe
2780,"-22,006,178","-41,958,439",Poeciliidae,Peixe
2781,"-22,006,178","-41,921,389",Poeciliidae,Peixe
2782,"-21,810,472","-41,633,306",Poeciliidae,Peixe
2783,"-22,382,819","-42,857,644",Poeciliidae,Peixe
2784,"-2,222,585","-42,004,733",Poeciliidae,Peixe
2785,"-22,225,983",-41.97.545,Poeciliidae,Peixe
2786,"-22,232,233","-419,372",Poeciliidae,Peixe
2787,"-222,599","-41,897,617",Poeciliidae,Peixe
2788,"-2,222,585","-42,004,733",Poeciliidae,Peixe
2789,"-22,838,056","-43,508,056",Poeciliidae,Peixe
2790,"-22,503,889","-42,893,056",Poeciliidae,Peixe
2791,"-22,493,611","-42,908,333",Poeciliidae,Peixe
2792,"-2,257,275","-43,034,889",Poeciliidae,Peixe
2793,"-2,224,125","-42,088,028",Poeciliidae,Peixe
2794,"-22,233","-42,035,556",Poeciliidae,Peixe
2795,"-2,224,125","-42,088,028",Poeciliidae,Peixe
2796,"-22,237","-42,020,111",Poeciliidae,Peixe
2797,"-23,041,389","-446,925",Poeciliidae,Peixe
2798,"-22,451,667","-43,207,222",Poeciliidae,Peixe
2799,"-22,075","-42,669,444",Poeciliidae,Peixe
2800,"-22,478,889","-42,657,222",Poeciliidae,Peixe
2801,"-22,517,778","-42,898,611",Poeciliidae,Peixe
2802,"-22,582,778","-42,574,722",Poeciliidae,Peixe
2803,"-22,575,833","-42,560,833",Poeciliidae,Peixe
2804,"-22,545,833","-42,465,278",Poeciliidae,Peixe
2805,"-22,303,339","-42,869,969",Poeciliidae,Peixe
2806,"-21,319,167","-41,327,217",Poeciliidae,Peixe
2807,"-22,445,778","-42,208,694",Poeciliidae,Peixe
2808,"-22,447,714","-42,228,883",Poeciliidae,Peixe
2809,"-22,284,525","-44,283,381",Poeciliidae,Peixe
2810,"-22,408,842","-43,148,439",Poeciliidae,Peixe
2811,"-22,284,525","-44,283,381",Poeciliidae,Peixe
2812,"-22,521,556","-42,630,111",Poeciliidae,Peixe
2813,"-22,553,306","-42,692,972",Poeciliidae,Peixe
2814,"-22,514,722","-43,754,167",Poeciliidae,Peixe
2815,"-21,219,167","-41,310,556",Poeciliidae,Peixe
2816,"-22,454,028","-44,607,083",Poeciliidae,Peixe
2817,"-22,452,194","-44,609,833",Poeciliidae,Peixe
2818,"-22,333,583","-44,544,194",Poeciliidae,Peixe
2819,"-22,402,833","-44,513,667",Poeciliidae,Peixe
2820,"-22,411,972","-44,504,361",Poeciliidae,Peixe
2821,"-23,191,306","-44,844,611",Poeciliidae,Peixe
2822,"-22,332,222","-44,539,444",Poeciliidae,Peixe
2823,"-23,072,222","-44,684,444",Poeciliidae,Peixe
2824,"-22,653,333","-435,375",Poeciliidae,Peixe
2825,"-22,652,222","-43,401,667",Poeciliidae,Peixe
2826,"-22,458,333","-42,037,222",Poeciliidae,Peixe
2827,"-21,319,167","-41,327,217",Poeciliidae,Peixe
2828,"-21,191,667","-41,555,831",Poeciliidae,Peixe
2829,"-22,621,111","-43,241,944",Poeciliidae,Peixe
2830,"-22,596,667","-43,238,056",Poeciliidae,Peixe
2831,"-22,426,008","-42,174,189",Poeciliidae,Peixe
2832,"-22,426,008","-42,174,189",Poeciliidae,Peixe
2833,"-22,540,639","-42,431,694",Poeciliidae,Peixe
2834,"-22,448,561","-42,983,517",Poeciliidae,Peixe
2835,"-22,448,561","-42,983,517",Poeciliidae,Peixe
2836,"-22,448,561","-42,983,517",Poeciliidae,Peixe
2837,"-22,499,444","-42,978,611",Poeciliidae,Peixe
2838,"-22,579,722","-43,420,833",Poeciliidae,Peixe
2839,"-22,600,556","-43,091,667",Poeciliidae,Peixe
2840,"-22,575","-43,363,611",Poeciliidae,Peixe
2841,"-22,568,889","-43,381,944",Poeciliidae,Peixe
2842,"-22,585,833","-43,438,333",Poeciliidae,Peixe
2843,"-22,589,722","-43,433,333",Poeciliidae,Peixe
2844,"-225,925","-43,414,444",Poeciliidae,Peixe
2845,"-22,578,056","-43,392,778",Poeciliidae,Peixe
2846,"-22,612,222","-43,418,056",Poeciliidae,Peixe
2847,"-22,559,139","-42,333,444",Poeciliidae,Peixe
2848,"-22,613,331","-43,442,778",Poeciliidae,Peixe
2849,"-22,382,822","-42,857,644",Poeciliidae,Peixe
2850,"-22,414,089","-42,907,742",Poeciliidae,Peixe
2851,"-22,415,233","-4,290,325",Poeciliidae,Peixe
2852,"-22,415,303","-42,903,033",Poeciliidae,Peixe
2853,"-22,204,175","-42,882,731",Poeciliidae,Peixe
2854,"-22,204,175","-42,882,731",Poeciliidae,Peixe
2855,"-22,235,706","-42,904,231",Poeciliidae,Peixe
2856,"-22,172,717","-42,756,989",Poeciliidae,Peixe
2857,"-22,407,842","-42,871,447",Poeciliidae,Peixe
2858,"-22,252,183","-4,288,525",Poeciliidae,Peixe
2859,"-22,653,333","-435,375",Poeciliidae,Peixe
2860,"-22,975,025","-432,014",Poeciliidae,Peixe
2861,"-229,367","-428,587",Poeciliidae,Peixe
2862,"-229,367","-428,587",Poeciliidae,Peixe
2863,"-229,375","-427,862",Poeciliidae,Peixe
2864,"-229,375","-427,862",Poeciliidae,Peixe
2865,"-229,375","-427,862",Poeciliidae,Peixe
2866,"-229,375","-427,862",Poeciliidae,Peixe
2867,"-229,375","-427,862",Poeciliidae,Peixe
2868,"-229,375","-427,862",Poeciliidae,Peixe
2869,"-229,375","-427,862",Poeciliidae,Peixe
2870,"-229,375","-427,862",Poeciliidae,Peixe
2871,"-229,375","-427,862",Poeciliidae,Peixe
2872,"-229,375","-427,862",Poeciliidae,Peixe
2873,"-229,375","-427,862",Poeciliidae,Peixe
2874,"-229,375","-427,862",Poeciliidae,Peixe
2875,"-229,375","-427,862",Characidae,Peixe
2876,"-229,375","-427,862",Characidae,Peixe
2877,"-229,375","-427,862",Characidae,Peixe
2878,"-229,375","-427,862",Heptapteridae,Peixe
2879,"-21,748,528","-42,342,417",Heptapteridae,Peixe
2880,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2881,"-22,559,139","-42,333,444",Heptapteridae,Peixe
2882,-22.4.465,"-42,752,075",Heptapteridae,Peixe
2883,"-22,503,889","-42,893,056",Heptapteridae,Peixe
2884,"-21,319,167","-41,327,217",Heptapteridae,Peixe
2885,"-21,319,167","-41,327,217",Heptapteridae,Peixe
2886,"-21,191,667","-41,555,831",Heptapteridae,Peixe
2887,"-22,458,333","-42,037,222",Heptapteridae,Peixe
2888,"-22,600,556","-43,091,667",Heptapteridae,Peixe
2889,"-20,914,531","-41,851,508",Heptapteridae,Peixe
2890,"-20,914,531","-41,851,508",Heptapteridae,Peixe
2891,"-21,800,031",-41.58.455,Heptapteridae,Peixe
2892,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2893,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2894,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2895,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2896,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2897,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2898,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2899,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2900,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2901,"-21,577,167","-41,577,167",Heptapteridae,Peixe
2902,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2903,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2904,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2905,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2906,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2907,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2908,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2909,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2910,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2911,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2912,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2913,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2914,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2915,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2916,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2917,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2918,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2919,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2920,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2921,"-21,637,222","-41,757,694",Heptapteridae,Peixe
2922,-21.63,"-42,034,528",Heptapteridae,Peixe
2923,-21.63,"-42,034,528",Heptapteridae,Peixe
2924,-21.63,"-42,034,528",Heptapteridae,Peixe
2925,-21.63,"-42,034,528",Heptapteridae,Peixe
2926,-21.63,"-42,034,528",Heptapteridae,Peixe
2927,"-21,698,111","-42,238,944",Heptapteridae,Peixe
2928,"-21,698,111","-42,238,944",Heptapteridae,Peixe
2929,"-22,586,944","-43,407,222",Heptapteridae,Peixe
2930,"-22,557,222","-43,277,222",Heptapteridae,Peixe
2931,"-2,222,585","-42,004,733",Heptapteridae,Peixe
2932,"-22,225,983",-41.97.545,Heptapteridae,Peixe
2933,"-22,232,233","-419,372",Heptapteridae,Peixe
2934,-22.2.599,"-41,897,617",Heptapteridae,Peixe
2935,"-22,292,317","-41,846,172",Heptapteridae,Peixe
2936,-22.22.585,"-42,004,733",Heptapteridae,Peixe
2937,"-22,232,233","-419,372",Heptapteridae,Peixe
2938,-22.2.599,"-41,897,617",Heptapteridae,Peixe
2939,"-22,276,483","-418,749",Heptapteridae,Peixe
2940,"-22,292,317","-41,846,172",Heptapteridae,Peixe
2941,"-22,426,008","-42,174,189",Heptapteridae,Peixe
2942,"-22,426,008","-42,174,189",Heptapteridae,Peixe
2943,-22.3.972,"-42,095,033",Heptapteridae,Peixe
2944,"-22,540,639","-42,431,694",Heptapteridae,Peixe
2945,-21.9.071,-41.71.285,Heptapteridae,Peixe
2946,"-22,448,561","-42,983,517",Heptapteridae,Peixe
2947,"-21,715,194","-42,342,417",Heptapteridae,Peixe
2948,"-21,715,194","-42,342,417",Heptapteridae,Peixe
2949,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2950,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2951,-21.58,"-42,142,778",Heptapteridae,Peixe
2952,-21.58,"-42,142,778",Heptapteridae,Peixe
2953,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2954,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2955,"-22,572,278","-43,034,608",Heptapteridae,Peixe
2956,-22.23.815,"-42,059,303",Heptapteridae,Peixe
2957,"-22,237,278","-42,055,611",Heptapteridae,Peixe
2958,"-22,233","-42,035,556",Heptapteridae,Peixe
2959,"-22,237","-42,020,111",Heptapteridae,Peixe
2960,-22.23.815,"-42,059,303",Heptapteridae,Peixe
2961,"-22,237,278","-42,055,611",Heptapteridae,Peixe
2962,"-22,233","-42,035,556",Heptapteridae,Peixe
2963,"-22,237","-42,020,111",Heptapteridae,Peixe
2964,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2965,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2966,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2967,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2968,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2969,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2970,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2971,"-21,634,694","-41,761,444",Heptapteridae,Peixe
2972,"-21,748,528","-42,342,417",Heptapteridae,Peixe
2973,"-21,748,528","-42,342,417",Heptapteridae,Peixe
2974,"-21,748,528","-42,342,417",Heptapteridae,Peixe
2975,"-21,748,528","-42,342,417",Heptapteridae,Peixe
2976,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2977,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2978,"-21,717,389","-41,924,028",Heptapteridae,Peixe
2979,-21.58,"-42,142,778",Heptapteridae,Peixe
2980,-21.58,"-42,142,778",Heptapteridae,Peixe
2981,-21.58,"-42,142,778",Heptapteridae,Peixe
2982,-21.58,"-42,142,778",Heptapteridae,Peixe
2983,"-22,582,925","-42,575,203",Heptapteridae,Peixe
2984,"-22,553,306","-42,692,972",Heptapteridae,Peixe
2985,"-22,615,244","-42,736,172",Heptapteridae,Peixe
2986,"-22,894,231","-42,794,094",Heptapteridae,Peixe
2987,"-22,894,231","-42,794,094",Heptapteridae,Peixe
2988,"-22,614,722","-43,388,889",Heptapteridae,Peixe
2989,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2990,"-21,634,444","-42,033,861",Heptapteridae,Peixe
2991,"-22,652,222","-43,401,667",Heptapteridae,Peixe
2992,"-22,559,139","-42,333,444",Pimelodidae,Peixe
2993,"-22,748,208","-44,125,314",Pimelodidae,Peixe
2994,"-22,711,953","-43,882,097",Pimelodidae,Peixe
2995,"-22,545,833","-42,465,278",Pimelodidae,Peixe
2996,"-21,577,167","-41,577,167",Pimelodidae,Peixe
2997,"-21,577,167","-41,577,167",Pimelodidae,Peixe
2998,"-21,577,167","-41,577,167",Pimelodidae,Peixe
2999,"-21,577,167","-41,577,167",Pimelodidae,Peixe
3000,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3001,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3002,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3003,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3004,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3005,"-21,637,222","-41,757,694",Pimelodidae,Peixe
3006,-21.63,"-42,034,528",Pimelodidae,Peixe
3007,"-21,698,111","-42,238,944",Pimelodidae,Peixe
3008,"-21,698,111","-42,238,944",Pimelodidae,Peixe
3009,"-21,715,194","-42,342,417",Pimelodidae,Peixe
3010,"-21,715,194","-42,342,417",Pimelodidae,Peixe
3011,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3012,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3013,-21.58,"-42,142,778",Pimelodidae,Peixe
3014,-21.58,"-42,142,778",Pimelodidae,Peixe
3015,"-21,634,694","-41,761,444",Pimelodidae,Peixe
3016,"-21,634,694","-41,761,444",Pimelodidae,Peixe
3017,"-21,634,444","-42,033,861",Pimelodidae,Peixe
3018,"-21,634,444","-42,033,861",Pimelodidae,Peixe
3019,"-21,634,444","-42,033,861",Pimelodidae,Peixe
3020,"-21,634,694","-41,761,444",Pimelodidae,Peixe
3021,"-21,634,694","-41,761,444",Pimelodidae,Peixe
3022,"-21,634,694","-41,761,444",Pimelodidae,Peixe
3023,"-21,748,528","-42,342,417",Pimelodidae,Peixe
3024,"-21,748,528","-42,342,417",Pimelodidae,Peixe
3025,"-21,748,528","-42,342,417",Pimelodidae,Peixe
3026,"-21,748,528","-42,342,417",Pimelodidae,Peixe
3027,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3028,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3029,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3030,"-21,717,389","-41,924,028",Pimelodidae,Peixe
3031,-21.58,"-42,142,778",Pimelodidae,Peixe
3032,-21.58,"-42,142,778",Pimelodidae,Peixe
3033,-21.58,"-42,142,778",Pimelodidae,Peixe
3034,"-21,634,444","-42,033,861",Pimelodidae,Peixe
3035,"-21,634,444","-42,033,861",Pimelodidae,Peixe
3036,"-22,029,314","-43,000,878",Pimelodidae,Peixe
3037,"-22,671,147",-43.75.305,Pimelodidae,Peixe
3038,"-22,687,492",-43.82.635,Pimelodidae,Peixe
3039,"-21,577,167","-41,577,167",Pimelodidae,Peixe
3040,"-21,577,167","-41,577,167",Pimelodidae,Peixe
