ID_,lat_x,long_y,lat_x_D,long_y_D,Ordem_,lat_final,long_final
ID 5353,-21.8.625,-41.6.797,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5354,-21.8.661,-41.6.956,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5358,-21.8.625,-41.6.797,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5514,-21.8.625,-41.6.797,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5516,-21.8.108,-41.6.322,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5587,-21.8.108,-41.6.322,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 5597,-21.8.108,-41.6.322,"-21,8","-41,6",Peixe,"-21,800","-41,600"
ID 4837,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 4838,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 4872,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 4946,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5042,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5352,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5517,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5518,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5588,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5598,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5599,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 5662,-21.7.989,-41.6.042.,"-21,7","-41,6",Peixe,"-21,700","-41,600"
ID 4856,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 4871,-21.4.634,-41.6.817,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 4911,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 4983,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5087,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5122,-21.4.634,-41.6.817,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5221,-21.4.634,-41.6.817,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5233,-21.4.634,-41.6.817,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5243,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5247,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5257,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5321,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5401,-21.4.634,-41.6.817,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 5565,-21.4.667,-41.6.667,"-21,4","-41,6",Peixe,"-21,400","-41,600"
ID 4980,-21.1.333,-41.6.833,"-21,1","-41,6",Peixe,"-21,100","-41,600"
ID 5322,-21.1.333,-41.6.667,"-21,1","-41,6",Peixe,"-21,100","-41,600"
ID 2553,-21.800.031,-4.158.455,"-21,8","-41,58455",Peixe,"-21,800","-41,585"
ID 788,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 1036,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 1135,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 1322,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 1345,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 1942,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2078,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2279,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2299,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2334,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2444,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 2891,-21.800.031,-41.58.455,"-21,8","-41,58",Peixe,"-21,800","-41,580"
ID 437,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 438,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 439,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 440,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 441,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 564,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 565,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 566,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 567,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 568,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 569,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 570,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 571,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 572,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 643,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 644,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 645,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 646,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 647,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 648,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 649,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 650,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 651,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 826,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 827,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 828,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 829,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 830,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 831,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 832,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 833,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 834,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 835,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 987,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1346,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1347,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1348,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1349,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1435,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1436,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1437,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1565,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1566,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1567,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1568,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1569,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1570,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1571,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1572,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1573,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1574,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1649,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1650,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1755,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1756,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1757,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1758,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1931,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1932,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1943,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1944,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1945,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 1946,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2018,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2019,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2020,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2119,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2120,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2121,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2122,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2123,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2280,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2281,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2282,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2336,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2337,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2338,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2339,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2340,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2411,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2412,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2554,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2555,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2556,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2557,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2558,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2559,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2670,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2671,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2672,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2892,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2893,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2894,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2895,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2896,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2897,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2898,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2899,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2900,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2901,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2996,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2997,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2998,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 2999,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3039,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3040,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3064,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3065,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3201,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3202,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3203,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3593,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 3594,-21.577.167,-41.577.167,"-21,577","-41,577",Peixe,"-21,577","-41,577"
ID 65,-22.240.317,-415.598,"-22,24","-41,5598",Coleoptera,"-22,240","-41,560"
ID 3956,-22.240.319,-415.598,"-22,24","-41,5598",Diptera,"-22,240","-41,560"
ID 813,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 1393,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 1728,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 1729,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 1987,-21.191.667,-41.555.833,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 1988,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 2735,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 2828,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 2886,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 3163,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 3164,-21.191.667,-41.555.831,"-21,191","-41,555",Peixe,"-21,191","-41,555"
ID 91,-22.240.317,-41.55.598,"-22,24","-41,55",Coleoptera,"-22,240","-41,550"
ID 1122,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1300,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1341,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1430,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1523,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1648,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1803,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1929,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 1935,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2065,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2067,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2079,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2090,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2332,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2335,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2410,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2432,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2452,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 2549,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 3129,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 3568,-21.793.222,-41.549.306,"-21,793","-41,549",Peixe,"-21,793","-41,549"
ID 89,-22.201.389,-414.925,"-22,201","-41,4925",Coleoptera,"-22,201","-41,493"
ID 3959,-22.201.389,-414.925,"-22,201","-41,4925",Diptera,"-22,201","-41,493"
ID 811,-21.255.278,-41.446.942,"-21,255","-41,446",Peixe,"-21,255","-41,446"
ID 1726,-21.255.278,-41.446.944,"-21,255","-41,446",Peixe,"-21,255","-41,446"
ID 1727,-21.255.278,-41.446.942,"-21,255","-41,446",Peixe,"-21,255","-41,446"
ID 4996,-21.4.408,-41.4.124,"-21,4","-41,4",Peixe,"-21,400","-41,400"
ID 5178,-21.4.408,-41.4.124,"-21,4","-41,4",Peixe,"-21,400","-41,400"
ID 5220,-21.4.408,-41.4.124,"-21,4","-41,4",Peixe,"-21,400","-41,400"
ID 5400,-21.4.408,-41.4.124,"-21,4","-41,4",Peixe,"-21,400","-41,400"
ID 812,-21.273.331,-41.396.942,"-21,273","-41,396",Peixe,"-21,273","-41,396"
ID 3111,-21.273.333,-41.396.944,"-21,273","-41,396",Peixe,"-21,273","-41,396"
ID 3112,-21.273.331,-41.396.942,"-21,273","-41,396",Peixe,"-21,273","-41,396"
ID 3162,-21.273.331,-41.396.942,"-21,273","-41,396",Peixe,"-21,273","-41,396"
ID 2297,-22.671.147,-41.375.305,"-22,671","-41,375",Peixe,"-22,671","-41,375"
ID 453,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 454,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 457,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 458,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 459,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 460,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 461,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 469,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 470,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 478,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 479,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 480,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 481,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 482,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 483,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 484,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 485,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 486,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 487,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 488,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 489,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 490,-21.740.856,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 496,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 497,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 498,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 499,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 500,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 501,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 502,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 503,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 504,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 505,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 506,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 507,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 508,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 509,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 510,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 511,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 512,-21.740.858,-41.332.431,"-21,74","-41,332",Peixe,"-21,740","-41,332"
ID 247,-41.33.333.333,-21.56.666.667,"-41,33","-21,56",Peixe,"-21,560","-41,330"
ID 287,-41.33.333.333,-21.56.666.667,"-41,33","-21,56",Peixe,"-21,560","-41,330"
ID 809,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 810,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 823,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 1321,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 1489,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 1724,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 1725,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 2806,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 2827,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 2884,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 2885,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 3109,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 3110,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 3160,-21.319.167,-41.327.222,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 3161,-21.319.167,-41.327.217,"-21,319","-41,327",Peixe,"-21,319","-41,327"
ID 3130,-21.755.031,-41.325.953,"-21,755","-41,325",Peixe,"-21,755","-41,325"
ID 3182,-21.754.444,-41.324.444,"-21,754","-41,324",Peixe,"-21,754","-41,324"
ID 289,-41.31.666.565,-21.28.333.282,"-41,31","-21,28",Peixe,"-21,280","-41,310"
ID 335,-41.31.666.565,-21.28.333.282,"-41,31","-21,28",Peixe,"-21,280","-41,310"
ID 1029,-21.219.167,-41.310.556,"-21,219","-41,31",Peixe,"-21,219","-41,310"
ID 1338,-21.219.167,-41.310.556,"-21,219","-41,31",Peixe,"-21,219","-41,310"
ID 1428,-21.219.167,-41.310.556,"-21,219","-41,31",Peixe,"-21,219","-41,310"
ID 2815,-21.219.167,-41.310.556,"-21,219","-41,31",Peixe,"-21,219","-41,310"
ID 3183,-21.219.167,-41.310.556,"-21,219","-41,31",Peixe,"-21,219","-41,310"
ID 4888,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 4910,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5043,-22,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5086,-22,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5204,-22,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5241,-22,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5319,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5320,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5405,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5406,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5407,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5449,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5563,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5564,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 5590,-22.,-41.3.833,-22,"-41,3",Peixe,"-22,000","-41,300"
ID 4907,-21.74,-41.3.331,"-21,74","-41,3",Peixe,"-21,740","-41,300"
ID 4908,-21.74,-41.3.331,"-21,74","-41,3",Peixe,"-21,740","-41,300"
ID 5200,-21.74,-41.3.331,"-21,74","-41,3",Peixe,"-21,740","-41,300"
