ID_,lat_x,long_y,lat_x_D,long_y_D,Ordem_,lat_final,long_final
ID 935,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 936,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 937,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 1035,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 1626,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 1627,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 3533,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 3534,-22.821.389,-43.170.833,"-22,821","-43,17",Peixe,"-22,821","-43,170"
ID 3745,-22.956.508,-43.163.147,"-22,956","-43,163",Molusca,"-22,956","-43,163"
ID 3746,-22.956.508,-43.163.147,"-22,956","-43,163",Molusca,"-22,956","-43,163"
ID 3752,-22.956.508,-43.163.147,"-22,956","-43,163",Molusca,"-22,956","-43,163"
ID 4883,-22.0.659,-43.163,-22,"-43,163",Peixe,"-22,000","-43,163"
ID 3747,-22.943.239,-43.160.386,"-22,943","-43,16",Molusca,"-22,943","-43,160"
ID 3748,-22.943.239,-43.160.386,"-22,943","-43,16",Molusca,"-22,943","-43,160"
ID 4157,-22.943.542,-43.157.794,"-22,943","-43,157",Decapoda,"-22,943","-43,157"
ID 1615,-22.834.167,-43.153.889,"-22,834","-43,153",Peixe,"-22,834","-43,153"
ID 3801,-22.834.167,-43.153.889,"-22,834","-43,153",Molusca,"-22,834","-43,153"
ID 4147,-22.834.167,-43.153.889,"-22,834","-43,153",Decapoda,"-22,834","-43,153"
ID 4074,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4075,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4076,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4077,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4078,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4079,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4080,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4081,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4139,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4140,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4141,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4142,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4143,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4144,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4145,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 4146,-22.846.667,-431.525,"-22,846","-43,1525",Decapoda,"-22,846","-43,153"
ID 3767,-22.951.389,-43.152.778,"-22,951","-43,152",Molusca,"-22,951","-43,152"
ID 971,-22.95,-43.15,"-22,95","-43,15",Peixe,"-22,950","-43,150"
ID 1424,-22.95,-43.15,"-22,95","-43,15",Peixe,"-22,950","-43,150"
ID 1636,-22.95,-43.15,"-22,95","-43,15",Peixe,"-22,950","-43,150"
ID 5147,-22.4.667,-43.15,"-22,4","-43,15",Peixe,"-22,400","-43,150"
ID 5162,-22.4.667,-43.15,"-22,4","-43,15",Peixe,"-22,400","-43,150"
ID 5387,-22.4.667,-43.15,"-22,4","-43,15",Peixe,"-22,400","-43,150"
ID 2810,-22.408.842,-43.148.439,"-22,408","-43,148",Peixe,"-22,408","-43,148"
ID 938,-22.708.333,-43.141.667,"-22,708","-43,141",Peixe,"-22,708","-43,141"
ID 1628,-22.708.333,-43.141.667,"-22,708","-43,141",Peixe,"-22,708","-43,141"
ID 3535,-22.708.333,-43.141.667,"-22,708","-43,141",Peixe,"-22,708","-43,141"
ID 1425,-22.8,-43.133.333,"-22,8","-43,133",Peixe,"-22,800","-43,133"
ID 1637,-22.8,-43.133.333,"-22,8","-43,133",Peixe,"-22,800","-43,133"
ID 939,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 940,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 941,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 942,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 1629,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 1630,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 1631,-22.714.722,-43.131.944,"-22,714","-43,131",Peixe,"-22,714","-43,131"
ID 3536,-22.890.797,-43.129.381,"-22,89","-43,129",Peixe,"-22,890","-43,129"
ID 1618,-22.929.722,-431.225,"-22,929","-43,1225",Peixe,"-22,929","-43,123"
ID 1619,-22.929.722,-431.225,"-22,929","-43,1225",Peixe,"-22,929","-43,123"
ID 1620,-22.929.722,-431.225,"-22,929","-43,1225",Peixe,"-22,929","-43,123"
ID 412,-22.882.344,-43.118.933,"-22,882","-43,118",Peixe,"-22,882","-43,118"
ID 944,-22.927.722,-43.116.361,"-22,927","-43,116",Peixe,"-22,927","-43,116"
ID 946,-22.910.172,-43.114.536,"-22,91","-43,114",Peixe,"-22,910","-43,114"
ID 560,-22.614.167,-43.104.722,"-22,614","-43,104",Peixe,"-22,614","-43,104"
ID 2546,-22.614.167,-43.104.722,"-22,614","-43,104",Peixe,"-22,614","-43,104"
ID 3417,-22.614.167,-43.104.722,"-22,614","-43,104",Peixe,"-22,614","-43,104"
ID 930,-22.934.722,-43.102.778,"-22,934","-43,102",Peixe,"-22,934","-43,102"
ID 931,-22.934.722,-43.102.778,"-22,934","-43,102",Peixe,"-22,934","-43,102"
ID 1621,-22.934.722,-43.102.778,"-22,934","-43,102",Peixe,"-22,934","-43,102"
ID 1622,-22.934.722,-43.102.778,"-22,934","-43,102",Peixe,"-22,934","-43,102"
ID 943,-22.93.125,-43.102.103,"-22,93","-43,102",Peixe,"-22,930","-43,102"
ID 3786,-22.952.772,-43.100.303,"-22,952","-43,1",Molusca,"-22,952","-43,100"
ID 4969,-22.9.167,-43.1.167,"-22,9","-43,1",Peixe,"-22,900","-43,100"
ID 5434,-22.9.167,-43.1.167,"-22,9","-43,1",Peixe,"-22,900","-43,100"
ID 5306,-22.61,-43.1.906,"-22,61","-43,1",Peixe,"-22,610","-43,100"
ID 5307,-22.61,-43.1.906,"-22,61","-43,1",Peixe,"-22,610","-43,100"
ID 559,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1028,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1333,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1337,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1737,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1917,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 1927,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 2278,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 2661,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 2770,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 2839,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 2888,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 3117,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 3416,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 3476,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 3515,-22.600.556,-43.091.667,"-22,6","-43,091",Peixe,"-22,600","-43,091"
ID 4256,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4390,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4424,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4490,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4563,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4599,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4609,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4632,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4729,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 4811,-22.464.083,-43.090.528,"-22,464","-43,09",Tricoptera,"-22,464","-43,090"
ID 6,-22.464.111,-43.089.167,"-22,464","-43,089",Plecoptera,"-22,464","-43,089"
ID 4302,-22.464.111,-43.089.167,"-22,464","-43,089",Tricoptera,"-22,464","-43,089"
ID 4425,-22.464.111,-43.089.167,"-22,464","-43,089",Tricoptera,"-22,464","-43,089"
ID 4812,-22.464.111,-43.089.167,"-22,464","-43,089",Tricoptera,"-22,464","-43,089"
ID 39,-22.464.606,-430.875,"-22,464","-43,0875",Plecoptera,"-22,464","-43,087"
ID 7,-22.465.056,-43.087.778,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 8,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 9,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 35,-22.465.167,-43.087.667,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 36,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 41,-22.465.167,-43.087.667,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 45,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 47,-22.465.056,-43.087.778,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 48,-22.465.056,-43.087.778,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 49,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 50,-22.465.389,-43.087.472,"-22,465","-43,087",Plecoptera,"-22,465","-43,087"
ID 4257,-22.465.056,-43.087.778,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4258,-22.465.389,-43.087.444,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4303,-22.465.389,-43.087.306,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4376,-22.465.056,-43.087.778,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4377,-22.465.389,-43.087.444,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4426,-22.465.389,-43.087.306,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4491,-22.465.056,-43.087.778,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4492,-22.465.389,-43.087.444,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4550,-22.465.167,-43.087.667,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4600,-22.465.167,-43.087.667,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4703,-22.465.056,-43.087.778,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4704,-22.465.389,-43.087.306,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4730,-22.465.056,-43.087.778,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 4731,-22.465.389,-43.087.306,"-22,465","-43,087",Tricoptera,"-22,465","-43,087"
ID 37,-22.465.708,-43.086.194,"-22,465","-43,086",Plecoptera,"-22,465","-43,086"
ID 46,-22.465.708,-43.086.194,"-22,465","-43,086",Plecoptera,"-22,465","-43,086"
ID 4259,-22.465.694,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4304,-22.465.694,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4378,-22.465.708,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4427,-22.465.694,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4493,-22.465.694,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4494,-22.465.708,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4579,-22.465.708,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4705,-22.465.694,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4732,-22.465.708,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4733,-22.465.722,-43.086.194,"-22,465","-43,086",Tricoptera,"-22,465","-43,086"
ID 4201,-22.466.861,-43.084.917,"-22,466","-43,084",Tricoptera,"-22,466","-43,084"
ID 4551,-22.465.278,-43.083.417,"-22,465","-43,083",Tricoptera,"-22,465","-43,083"
ID 4318,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4320,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4348,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4349,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4396,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4564,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4588,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4592,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4800,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 4822,-22.466.389,-43.082.306,"-22,466","-43,082",Tricoptera,"-22,466","-43,082"
ID 11,-22.468.083,-43.080.028,"-22,468","-43,08",Plecoptera,"-22,468","-43,080"
ID 12,-22.468.083,-43.080.028,"-22,468","-43,08",Plecoptera,"-22,468","-43,080"
ID 38,-22.468.083,-43.080.028,"-22,468","-43,08",Plecoptera,"-22,468","-43,080"
ID 4202,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4203,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4207,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4276,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4337,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4580,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4581,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4589,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4634,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4637,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4660,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4661,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4667,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 4823,-22.468.083,-43.080.028,"-22,468","-43,08",Tricoptera,"-22,468","-43,080"
ID 411,-22.964.294,-43.076.478,"-22,964","-43,076",Peixe,"-22,964","-43,076"
ID 10,-22.470.056,-43.074.528,"-22,47","-43,074",Plecoptera,"-22,470","-43,074"
ID 4226,-22.470.056,-43.074.528,"-22,47","-43,074",Tricoptera,"-22,470","-43,074"
ID 4813,-22.470.056,-43.074.528,"-22,47","-43,074",Tricoptera,"-22,470","-43,074"
ID 3832,-22.498.056,-43.073.331,"-22,498","-43,073",Hemiptera,"-22,498","-43,073"
ID 3866,-22.498.056,-43.073.056,"-22,498","-43,073",Hemiptera,"-22,498","-43,073"
ID 4015,-22.498.056,-43.073.331,"-22,498","-43,073",Ephemeroptera,"-22,498","-43,073"
ID 4772,-22.498.056,-43.073.331,"-22,498","-43,073",Tricoptera,"-22,498","-43,073"
ID 4582,-224.695,-43.072.304,"-22,4695","-43,072",Tricoptera,"-22,470","-43,072"
ID 4590,-224.695,-43.072.194,"-22,4695","-43,072",Tricoptera,"-22,470","-43,072"
ID 4824,-224.695,-43.072.194,"-22,4695","-43,072",Tricoptera,"-22,470","-43,072"
ID 4610,-22.4.695,-43.072.304,"-22,4","-43,072",Tricoptera,"-22,400","-43,072"
ID 4612,-22.4.695,-43.072.194,"-22,4","-43,072",Tricoptera,"-22,400","-43,072"
ID 4814,-22.4.695,-43.072.304,"-22,4","-43,072",Tricoptera,"-22,400","-43,072"
ID 619,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 631,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 1493,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 1750,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 2004,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 2212,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 2631,-22.222.469,-43.072.208,"-22,222","-43,072",Peixe,"-22,222","-43,072"
ID 4391,-22.470.056,-43.071.861,"-22,47","-43,071",Tricoptera,"-22,470","-43,071"
ID 4554,-22.470.056,-43.071.861,"-22,47","-43,071",Tricoptera,"-22,470","-43,071"
ID 4583,-22.470.056,-43.071.861,"-22,47","-43,071",Tricoptera,"-22,470","-43,071"
ID 4786,-22.470.056,-43.071.861,"-22,47","-43,071",Tricoptera,"-22,470","-43,071"
ID 4815,-22.470.056,-43.071.861,"-22,47","-43,071",Tricoptera,"-22,470","-43,071"
ID 970,-22.689,-43.064.528,"-22,689","-43,064",Peixe,"-22,689","-43,064"
ID 1616,-22.689,-43.064.528,"-22,689","-43,064",Peixe,"-22,689","-43,064"
ID 4166,-22.689,-43.064.528,"-22,689","-43,064",Decapoda,"-22,689","-43,064"
ID 4167,-22.689,-43.064.528,"-22,689","-43,064",Decapoda,"-22,689","-43,064"
ID 5308,-22.6.333,-43.05,"-22,6","-43,05",Peixe,"-22,600","-43,050"
ID 3787,-22.973.977,-43.047.597,"-22,973","-43,047",Molusca,"-22,973","-43,047"
ID 1077,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 1082,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 2230,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 2535,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 2719,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 3475,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 3657,-22.534.167,-43.038.611,"-22,534","-43,038",Peixe,"-22,534","-43,038"
ID 763,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 797,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 984,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 1325,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 1369,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 1686,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 1829,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 1856,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 2276,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 2955,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 3294,-22.572.278,-43.034.608,"-22,572","-43,034",Peixe,"-22,572","-43,034"
ID 762,-2.257.275,-43.034.889,"-2,257","-43,034",Peixe,"-22,570","-43,034"
ID 2792,-2.257.275,-43.034.889,"-2,257","-43,034",Peixe,"-22,570","-43,034"
ID 1207,-22.572.356,-43.033.575,"-22,572","-43,033",Peixe,"-22,572","-43,033"
ID 1496,-22.572.356,-43.033.575,"-22,572","-43,033",Peixe,"-22,572","-43,033"
ID 1776,-22.572.356,-43.033.575,"-22,572","-43,033",Peixe,"-22,572","-43,033"
ID 2528,-22.524.917,-43.031.694,"-22,524","-43,031",Peixe,"-22,524","-43,031"
ID 2712,-22.524.917,-43.031.694,"-22,524","-43,031",Peixe,"-22,524","-43,031"
ID 3353,-22.524.917,-43.031.694,"-22,524","-43,031",Peixe,"-22,524","-43,031"
ID 3468,-22.524.917,-43.031.694,"-22,524","-43,031",Peixe,"-22,524","-43,031"
ID 3718,-22.524.917,-43.031.694,"-22,524","-43,031",Peixe,"-22,524","-43,031"
ID 2529,-22.524.917,-43.030.861,"-22,524","-43,03",Peixe,"-22,524","-43,030"
ID 2713,-22.524.917,-43.030.861,"-22,524","-43,03",Peixe,"-22,524","-43,030"
ID 4224,-22.457.278,-43.023.333,"-22,457","-43,023",Tricoptera,"-22,457","-43,023"
ID 4422,-22.457.278,-43.023.333,"-22,457","-43,023",Tricoptera,"-22,457","-43,023"
ID 1305,-22.693.333,-43.016.111,"-22,693","-43,016",Peixe,"-22,693","-43,016"
ID 17,-22.449.997,-43.016.664,"-22,449","-43,016",Plecoptera,"-22,449","-43,016"
ID 25,-22.449.997,-43.016.664,"-22,449","-43,016",Plecoptera,"-22,449","-43,016"
ID 29,-22.449.997,-43.016.664,"-22,449","-43,016",Plecoptera,"-22,449","-43,016"
ID 40,-22.449.997,-43.016.664,"-22,449","-43,016",Plecoptera,"-22,449","-43,016"
ID 3879,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3901,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3909,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3932,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3937,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3958,-22.449.997,-43.016.664,"-22,449","-43,016",Diptera,"-22,449","-43,016"
ID 3967,-22.449.997,-43.016.664,"-22,449","-43,016",Ephemeroptera,"-22,449","-43,016"
ID 4181,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4393,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4430,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4458,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4556,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4571,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4608,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4625,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4706,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4737,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4792,-22.449.997,-43.016.664,"-22,449","-43,016",Tricoptera,"-22,449","-43,016"
ID 4552,-22.452.333,-43.015.222,"-22,452","-43,015",Tricoptera,"-22,452","-43,015"
ID 4785,-22.452.333,-43.015.222,"-22,452","-43,015",Tricoptera,"-22,452","-43,015"
ID 4063,-22.702.986,-43.014.844,"-22,702","-43,014",Decapoda,"-22,702","-43,014"
ID 4064,-22.702.986,-43.014.844,"-22,702","-43,014",Decapoda,"-22,702","-43,014"
ID 3900,-22.481.667,-43.013.333,"-22,481","-43,013",Diptera,"-22,481","-43,013"
ID 4765,-22.481.778,-43.013.333,"-22,481","-43,013",Tricoptera,"-22,481","-43,013"
ID 3894,-22.450.528,-43.013.722,"-22,45","-43,013",Diptera,"-22,450","-43,013"
ID 3954,-22.450.528,-43.013.722,"-22,45","-43,013",Diptera,"-22,450","-43,013"
ID 4013,-22.450.528,-43.013.722,"-22,45","-43,013",Ephemeroptera,"-22,450","-43,013"
ID 4764,-22.450.528,-43.013.722,"-22,45","-43,013",Tricoptera,"-22,450","-43,013"
ID 34,-22.448.417,-43.013.528,"-22,448","-43,013",Plecoptera,"-22,448","-43,013"
ID 3895,-22.448.472,-43.013.194,"-22,448","-43,013",Diptera,"-22,448","-43,013"
ID 3921,-22.448.472,-43.013.194,"-22,448","-43,013",Diptera,"-22,448","-43,013"
ID 3955,-22.448.472,-43.013.194,"-22,448","-43,013",Diptera,"-22,448","-43,013"
ID 4223,-22.448.417,-43.013.528,"-22,448","-43,013",Tricoptera,"-22,448","-43,013"
ID 4766,-22.448.472,-43.013.194,"-22,448","-43,013",Tricoptera,"-22,448","-43,013"
ID 4784,-22.448.417,-43.013.528,"-22,448","-43,013",Tricoptera,"-22,448","-43,013"
ID 5,-22.448.278,-43.007.611,"-22,448","-43,007",Plecoptera,"-22,448","-43,007"
ID 32,-22.448.278,-43.007.611,"-22,448","-43,007",Plecoptera,"-22,448","-43,007"
ID 33,-22.448.278,-43.007.611,"-22,448","-43,007",Plecoptera,"-22,448","-43,007"
ID 4200,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4291,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4421,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4578,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4726,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4783,-22.448.278,-43.007.611,"-22,448","-43,007",Tricoptera,"-22,448","-43,007"
ID 4,-22.447.472,-43.005.389,"-22,447","-43,005",Plecoptera,"-22,447","-43,005"
ID 4198,-22.447.222,-43.005.694,"-22,447","-43,005",Tricoptera,"-22,447","-43,005"
