OBJECTID_1,ID,Ordem,Familia,Especie,X,Y
5237,5352,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3786","-41,983"
5619,5744,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,5692","-42,5528"
4368,4468,Characiformes,Characidae,Cheirodon parahybae,"-22,5203","-44,6739"
5226,5341,Cichliformes,Cichlidae,Sem informação,"-22,4108","-44,25"
4685,4785,Characiformes,Characidae,Sem informaçao,"-22,9072","-43,7453"
2508,2554,Actinopterygii,Siluriformes,Hisonotus,"-22,2259","-42,0047"
1568,1603,Actinopterygii,Siluriformes,Trachelyopterus,"-21,7174","-41,924"
895,925,Actinopterygii,Siluriformes,Trichomycterus,"-22,24125","-42,088028"
2442,2485,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
2403,2446,Actinopterygii,Siluriformes,Hypostomus,"-20,9084","-41,8613"
1968,2007,Actinopterygii,Characiformes,Hoplias,"-22,2765","-41,8749"
1599,1634,Actinopterygii,Siluriformes,Corydoras,"-21,8","-41,5846"
1789,1825,Actinopterygii,Characiformes,Sem Informações,"-22,5709","-42,9868"
3877,3967,Characiformes,Anostomidae,Hypomasticus mormyrops,"-22,2469","-43,4885"
4764,4864,Characiformes,Characidae,Astyanax janeiroensis,"-22,4356","-42,7589"
2182,2222,Actinopterygii,Siluriformes,Pimelodella,"-21,63","-42,0345"
4898,5004,Characiformes,Characidae,Oligosarcus hepsetus,"-22,0803","-43,5078"
1673,1708,Actinopterygii,Siluriformes,Hoplosternum,"-21,58","-42,1428"
4545,4645,Characiformes,Characidae,Sem informaçao,"-22,1989","-41,8397"
1872,1911,Actinopterygii,Characiformes,Cyphocharax,"-21,6372","-41,7577"
4323,4421,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,6753","-42,9733"
2707,2757,Actinopterygii,Siluriformes,Loricariichthys,"-21,7485","-42,3424"
861,891,Actinopterygii,Siluriformes,Trichomycterus,"-22,448561","-42,983517"
5292,5408,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,1695","-41,3306"
6123,6270,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,8789","-42,6336"
2733,2783,Actinopterygii,Siluriformes,Hypostomus,"-21,58","-42,1428"
3416,3491,Actinopterygii,Siluriformes,Microglanis,"-22,426","-42,1742"
1773,1809,Actinopterygii,Characiformes,Characidium,"-20,9084","-41,8613"
6225,6375,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,2833","-41,7325"
4684,4784,Characiformes,Characidae,Sem informaçao,"-22,0494","-41,5869"
2031,2070,Actinopterygii,Characiformes,Hoplias,"-22,712","-43,8821"
1605,1640,Actinopterygii,Siluriformes,Hoplosternum,"-21,6372","-41,7577"
1788,1824,Actinopterygii,Characiformes,Sem Informações,"-22,4897","-42,7011"
2646,2695,Actinopterygii,Siluriformes,Schizolecis,"-22,237","-42,0201"
2278,2319,Actinopterygii,Siluriformes,Pimelodella,"-22,2382","-42,0593"
5738,5870,Characiformes,Erythrinidae,Sem informação,"-22,2008","-41,4595"
5836,5968,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,6408","-43,2228"
6431,6594,Siluriformes,Pseudopimelodidae,Microglanis parahybae,"-22,5667","-42,5667"
2545,2592,Actinopterygii,Siluriformes,Loricariichthys,"-22,3972","-42,095"
2436,2479,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
3422,3497,Actinopterygii,Siluriformes,Microglanis,"-22,5591","-42,3334"
4943,5050,Characiformes,Characidae,Sem informação,"-22,6729","-43,8819"
4450,4550,Characiformes,Characidae,Astyanax hastatus,"-22,8919","-42,5972"
5596,5721,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,845","-43,9706"
4560,4660,Characiformes,Characidae,Astyanax microschemos,"-21,3194","-41,3272"
6039,6178,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,3708","-41,7869"
1316,1351,Actinopterygii,Characiformes,Leporinus,"-21,6981","-42,2389"
1883,1922,Actinopterygii,Characiformes,Cyphocharax,"-21,63","-42,0345"
5221,5336,Cichliformes,Cichlidae,Sem informação,"-21,3609","-41,7082"
1774,1810,Actinopterygii,Characiformes,Characidium,"-20,9084","-41,8613"
6779,6966,Siluriformes,Pseudopimelodidae,Sem informação,"-21,8108","-41,6322"
843,873,Actinopterygii,Siluriformes,Microcambeva,"-21,800031","-41,58455"
5046,5157,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
4931,5037,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
2171,2211,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
5001,5110,Characiformes,Characidae,Sem informaçao,"-22,6364","-43,6173"
4903,5009,Characiformes,Characidae,Oligosarcus hepsetus,"-22,0618","-41,1664"
2686,2736,Actinopterygii,Siluriformes,Rineloricaria,"-21,6344","-42,0339"
5475,5596,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3708","-41,7869"
1850,1886,Actinopterygii,Characiformes,Characidium,"-22,3966","-42,584"
5591,5716,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,2814","-41,6558"
4942,5049,Characiformes,Characidae,Sem informação,"-22,1189","-43,0486"
6770,6954,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-22,23","-43,42"
1639,1674,Actinopterygii,Siluriformes,Hoplosternum,"-21,6347","-41,7614"
2769,2819,Actinopterygii,Siluriformes,Ancistrus,"-22,4989","-42,5097"
4299,4397,Characiformes,Characidae,Astyanax hastatus,"-22,9742","-43,4147"
3411,3486,Actinopterygii,Characiformes,Prochilodus,"-21,8411","-42,5767"
2290,2332,Actinopterygii,Siluriformes,Pimelodella,"-21,6347","-41,7614"
1661,1696,Actinopterygii,Siluriformes,Scleromystax,"-22,4789","-42,6572"
3864,3954,Characiformes,Anostomidae,Leporinus copelandii,"-21,8833","-42,6333"
2336,2378,Actinopterygii,Siluriformes,Pimelodella,"-22,5533","-42,693"
5916,6051,Gymnotiformes,Hypopomidae,Brachyhypopomus janeiroensis,"-22,3708","-41,7869"
4459,4559,Characiformes,Characidae,Sem informaçao,"-21,4408","-41,4124"
5306,5422,Cichliformes,Cichlidae,Sem informação,"-22,1792","-41,675"
2884,2949,Actinopterygii,Siluriformes,Otothyris,"-22,5591","-42,3334"
2869,2934,Actinopterygii,Siluriformes,Schizolecis,"-22,5781","-43,3928"
6041,6180,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2844","-41,7303"
2477,2520,Actinopterygii,Siluriformes,Loricariichthys,"-21,6981","-42,2389"
4618,4718,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,1067","-41,4722"
1545,1580,Actinopterygii,Siluriformes,Glanidium,"-21,63","-42,0345"
4652,4752,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
1980,2019,Actinopterygii,Characiformes,Hoplias,"-22,8121","-43,6307"
2227,2267,Actinopterygii,Siluriformes,Pimelodella,"-22,426","-42,1742"
4816,4919,Characiformes,Characidae,Sem informaçao,"-22,6089","-43,5689"
6668,6845,Siluriformes,Pimelodidae,Pimelodus fur,"-22,4656","-43,8283"
4704,4804,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,9167","-43,4167"
2948,3015,Actinopterygii,Siluriformes,Pimelodus,"-21,6347","-41,7614"
2231,2271,Actinopterygii,Siluriformes,Pimelodella,"-22,5406","-42,4317"
5610,5735,Cichliformes,Cichlidae,Cichla kelberi,"-22,4806","-42,2042"
3395,3470,Actinopterygii,Characiformes,Prochilodus,"-21,7485","-42,3424"
2687,2737,Actinopterygii,Siluriformes,Hypostomus,"-21,6347","-41,7614"
4625,4725,Characiformes,Characidae,Sem informaçao,"-22,2666","-41,8586"
3938,4029,Characiformes,Anostomidae,Sem informaçao,"-21,9333","-42,1167"
6589,6762,Siluriformes,Pseudopimelodidae,Microglanis nigripinnis,"-22,2875","-42,0103"
4635,4735,Characiformes,Characidae,Sem informaçao,"-22,6231","-43,2306"
1634,1669,Actinopterygii,Siluriformes,Scleromystax,"-22,4486","-42,9835"
1985,2024,Actinopterygii,Characiformes,Hoplias,"-22,8121","-43,6307"
5165,5278,Cichliformes,Cichlidae,Cichla kelberi,"-22,4806","-42,2042"
5059,5170,Characiformes,Characidae,Oligosarcus hepsetus,"-22,2872","-41,7139"
4319,4417,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,2156","-41,8378"
1562,1597,Actinopterygii,Siluriformes,Trachelyopterus,"-22,426","-42,1742"
1576,1611,Actinopterygii,Siluriformes,Trachelyopterus,"-21,6347","-41,7614"
2267,2308,Actinopterygii,Siluriformes,Rhamdia,"-22,4153","-42,903"
941,974,Actinopterygii,Siluriformes,Trichomycterus,"-22,466667","-44,33333"
2170,2210,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
1538,1573,Actinopterygii,Siluriformes,Glanidium,"-21,5772","-41,5772"
4482,4582,Characiformes,Characidae,Oligosarcus hepsetus,"-22,5203","-44,6739"
1962,2001,Actinopterygii,Characiformes,Hoplias,"-22,5869","-43,4072"
928,961,Actinopterygii,Siluriformes,Trichomycterus,"-22,549444","-43,303889"
4957,5065,Characiformes,Characidae,Oligosarcus hepsetus,"-22,4689","-44,467"
4516,4616,Characiformes,Characidae,Bryconamericus microcephalus,"-22,6003","-43,2658"
831,861,Actinopterygii,Siluriformes,Trichomycterus,"-20,908397","-41,861317"
4383,4483,Characiformes,Characidae,Astyanax bimaculatus,"-22,1067","-41,4722"
1348,1383,Actinopterygii,Characiformes,Leporinus,"-21,58","-42,1428"
2280,2321,Actinopterygii,Siluriformes,Pimelodella,"-22,233","-42,0356"
4321,4419,Characiformes,Characidae,Astyanax bimaculatus,"-22,2872","-41,7119"
4470,4570,Characiformes,Characidae,Astyanax taeniatus,"-22,1114","-41,3317"
4968,5076,Characiformes,Characidae,Oligosarcus hepsetus,"-22,3708","-41,7869"
5297,5413,Cichliformes,Cichlidae,Coptodon rendalli,"-22,2336","-41,5419"
4454,4554,Characiformes,Characidae,Astyanax taeniatus,"-22,0139","-41,2717"
2166,2206,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
2287,2329,Actinopterygii,Siluriformes,Pimelodella,"-21,6344","-42,0339"
5103,5216,Characiformes,Characidae,Sem informaçao,"-22,6753","-42,9736"
5251,5366,Cichliformes,Cichlidae,Sem informação,"-22,5292","-43,8119"
5025,5135,Characiformes,Characidae,Oligosarcus hepsetus,"-22,3708","-41,7869"
4344,4442,Characiformes,Characidae,Sem informaçao,"-22,5858","-43,0692"
4829,4933,Characiformes,Characidae,Astyanax taeniatus,"-21,8625","-41,6797"
4924,5030,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,6211","-43,2419"
5219,5334,Cichliformes,Cichlidae,Cichla kelberi,"-22,53","-44,57"
2542,2589,Actinopterygii,Siluriformes,Hisonotus,"-22,3972","-42,095"
2410,2453,Actinopterygii,Siluriformes,Loricariichthys,"-21,23","-42,0933"
2725,2775,Actinopterygii,Siluriformes,Hypostomus,"-21,7174","-41,924"
1611,1646,Actinopterygii,Siluriformes,Hoplosternum,"-21,63","-42,0345"
2786,2836,Actinopterygii,Siluriformes,Ancistrus,"-22,6152","-42,7362"
5908,6043,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2814","-41,6561"
2839,2904,Actinopterygii,Siluriformes,Hypostomus,"-21,6344","-42,0339"
4754,4854,Characiformes,Characidae,Sem informaçao,"-22,7856","-43,3117"
1959,1998,Actinopterygii,Characiformes,Hoplias,"-21,6372","-41,7577"
936,969,Actinopterygii,Siluriformes,Trichomycterus,"-22,579167","-43,434167"
5305,5421,Cichliformes,Cichlidae,Sem informação,"-22,9167","-43,4167"
5492,5614,Cichliformes,Cichlidae,Sem informação,"-22,4154","-41,8266"
2253,2294,Actinopterygii,Siluriformes,Pimelodella,"-21,58","-42,1428"
1581,1616,Actinopterygii,Siluriformes,Trachelyopterus,"-21,7174","-41,924"
5565,5690,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,287","-41,7142"
876,906,Actinopterygii,Siluriformes,Microcambeva,"-22,5025","-42,268333"
4044,4139,Characiformes,Anostomidae,Leporinus copelandii,"-21,6431","-41,7578"
4386,4486,Characiformes,Characidae,Sem informaçao,"-22,4656","-43,8283"
2258,2299,Actinopterygii,Siluriformes,Pimelodella,"-22,5723","-43,0346"
2446,2489,Actinopterygii,Siluriformes,Rineloricaria,"-21,6372","-41,7577"
2563,2610,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4486","-42,9835"
2883,2948,Actinopterygii,Siluriformes,Loricariichthys,"-22,5591","-42,3334"
5531,5656,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3014","-41,6933"
6033,6170,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,4801","-42,2817"
6195,6345,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,3708","-41,7869"
5399,5519,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4347","-42,7686"
6144,6293,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,3708","-41,7869"
4377,4477,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,9997","-43,4231"
2448,2491,Actinopterygii,Siluriformes,Loricariichthys,"-21,63","-42,0345"
2967,3034,Actinopterygii,Siluriformes,Steindachneridion,"-21,2358","-41,8401"
1614,1649,Actinopterygii,Siluriformes,Hoplosternum,"-21,6981","-42,2389"
5149,5262,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,2847","-41,7261"
4602,4702,Characiformes,Characidae,Sem informaçao,"-22,1254","-43,1438"
2198,2238,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5792","-43,434"
3377,3452,Actinopterygii,Characiformes,Prochilodus,"-22,426","-42,1742"
5779,5911,Characiformes,Erythrinidae,Sem informação,"-22,1606","-41,6669"
2274,2315,Actinopterygii,Siluriformes,Rhamdia,"-22,233","-42,0356"
4728,4828,Characiformes,Characidae,Sem informaçao,"-22,2319","-41,6972"
6132,6279,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-21,74","-41,3331"
5291,5407,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,2544","-41,5936"
6315,6468,Gymnotiformes,Hypopomidae,Brachyhypopomus janeiroensis,"-22,3364","-41,7858"
2237,2277,Actinopterygii,Siluriformes,Pimelodella,"-22,4486","-42,9835"
5827,5959,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,4164","-42,753"
3999,4094,Characiformes,Anostomidae,Sem informaçao,"-21,6833","-41,1333"
5285,5401,Cichliformes,Cichlidae,Australoheros facetus,"-22,5892","-42,2847"
5153,5266,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,1067","-41,4722"
3881,3971,Characiformes,Anostomidae,Leporinus copelandii,"-22,0803","-43,5078"
4658,4758,Characiformes,Characidae,Astyanax lacustris,"-22,2481","-41,7078"
2028,2067,Actinopterygii,Characiformes,Hoplias,"-22,6324","-43,8942"
1537,1572,Actinopterygii,Siluriformes,Glanidium,"-21,5772","-41,5772"
2695,2745,Actinopterygii,Siluriformes,Hypostomus,"-21,6347","-41,7614"
2856,2921,Actinopterygii,Siluriformes,Ancistrus,"-22,5897","-43,4333"
1636,1671,Actinopterygii,Siluriformes,Hoplosternum,"-21,7174","-41,924"
2596,2645,Actinopterygii,Siluriformes,Hypostomus,"-21,7174","-41,924"
6630,6804,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-21,21","-41,93"
2761,2811,Actinopterygii,Siluriformes,Pareiorhaphis,"-22,5249","-43,0309"
2751,2801,Actinopterygii,Siluriformes,Schizolecis,"-22,4156","-42,5876"
1631,1666,Actinopterygii,Siluriformes,Scleromystax,"-21,9071","-41,7129"
4765,4865,Characiformes,Characidae,Astyanax intermedius,"-21,7989","-41,6042"
1683,1718,Actinopterygii,Siluriformes,Corydoras,"-22,5533","-42,693"
2588,2637,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4936","-42,9083"
1564,1599,Actinopterygii,Siluriformes,Trachelyopterus,"-22,5406","-42,4317"
1769,1805,Actinopterygii,Characiformes,Characidium,"-21,9647","-41,8361"
1606,1641,Actinopterygii,Siluriformes,Hoplosternum,"-21,6372","-41,7577"
4988,5096,Characiformes,Characidae,Astyanax parahybae,"-22,5379","-42,3452"
2204,2244,Actinopterygii,Siluriformes,Acentronichthys,"-22,5967","-43,2381"
2718,2768,Actinopterygii,Siluriformes,Hypostomus,"-21,7174","-41,924"
3926,4016,Characiformes,Anostomidae,Sem informaçao,"-21,8333","-42,55"
4425,4525,Characiformes,Characidae,Oligosarcus hepsetus,"-21,2367","-41,8294"
4413,4513,Characiformes,Characidae,Astyanax parahybae,"-22,1158","-41,3203"
859,889,Actinopterygii,Siluriformes,Trichomycterus,"-21,9071","-41,71285"
5816,5948,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,8919","-42,5972"
5124,5237,Characiformes,Characidae,Knodus moenkhausii,"-21,4547","-41,4131"
4761,4861,Characiformes,Characidae,Hollandichthys multifasciatus,"-23,3289","-44,6811"
1876,1915,Actinopterygii,Characiformes,Cyphocharax,"-21,6372","-41,7577"
4380,4480,Characiformes,Characidae,Sem informaçao,"-22,8333","-43,8833"
924,957,Actinopterygii,Siluriformes,Trichomycterus,"-21,961944","-42,011111"
5496,5618,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3708","-41,7869"
1331,1366,Actinopterygii,Characiformes,Leporinus,"-21,58","-42,1428"
2029,2068,Actinopterygii,Characiformes,Hoplias,"-22,5324","-43,8183"
1532,1567,Actinopterygii,Siluriformes,Trachelyopterus,"-22,3014","-41,6931"
2759,2809,Actinopterygii,Siluriformes,Neoplecostomus,"-22,5249","-43,0317"
4797,4898,Characiformes,Characidae,Sem informaçao,"-22,4356","-42,7589"
2908,2975,Actinopterygii,Siluriformes,Pimelodus,"-21,5772","-41,5772"
4945,5052,Characiformes,Characidae,Sem informação,"-22,1189","-43,0486"
1684,1719,Actinopterygii,Siluriformes,Scleromystax,"-22,5533","-42,693"
3387,3462,Actinopterygii,Characiformes,Prochilodus,"-21,6344","-42,0339"
1641,1676,Actinopterygii,Siluriformes,Corydoras,"-22,5723","-43,0346"
5040,5151,Characiformes,Characidae,Astyanax parahybae,"-22,4801","-42,2817"
3832,3922,Characiformes,Anostomidae,Leporinus copelandii,"-21,65","-41,05"
2026,2065,Actinopterygii,Characiformes,Hoplias,"-22,9587","-43,4458"
5449,5569,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4248","-41,8296"
5327,5445,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,0242","-41,0731"
4952,5059,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
2619,2668,Actinopterygii,Siluriformes,Rineloricaria,"-22,3828","-42,8576"
3979,4073,Characiformes,Anostomidae,Sem informaçao,"-21,6833","-41,1333"
5096,5209,Characiformes,Characidae,Sem informaçao,"-22,5908","-43,0769"
4513,4613,Characiformes,Characidae,Sem informaçao,"-22,5831","-43,4469"
2375,2418,Actinopterygii,Siluriformes,Pimelodella,"-22,6522","-43,4017"
4622,4722,Characiformes,Characidae,Astyanax taeniatus,"-22,8603","-43,8761"
3417,3492,Actinopterygii,Siluriformes,Microglanis,"-22,426","-42,1742"
1991,2030,Actinopterygii,Characiformes,Hoplias,"-22,7286","-43,7146"
4433,4533,Characiformes,Characidae,Sem informaçao,"-22,5667","-42,5667"
4713,4813,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2631","-41,7183"
2412,2455,Actinopterygii,Siluriformes,Hypostomus,"-21,236","-42,1614"
850,880,Actinopterygii,Siluriformes,Homodiaetus,"-22,586944","-43,407222"
3369,3444,Actinopterygii,Characiformes,Prochilodus,"-21,6981","-42,2389"
2639,2688,Actinopterygii,Siluriformes,Parotocinclus,"-22,233","-42,0356"
2019,2058,Actinopterygii,Characiformes,Hoplias,"-21,6344","-42,0339"
2867,2932,Actinopterygii,Siluriformes,Ancistrus,"-22,5781","-43,3928"
2507,2553,Actinopterygii,Siluriformes,Neoplecostomus,"-22,404","-42,2352"
1889,1928,Actinopterygii,Characiformes,Cyphocharax,"-21,6981","-42,2389"
2915,2982,Actinopterygii,Siluriformes,Pimelodus,"-21,6372","-41,7577"
5332,5451,Cichliformes,Cichlidae,Australoheros muriae,"-22,0242","-41,0731"
3402,3477,Actinopterygii,Characiformes,Prochilodus,"-21,7174","-41,924"
4768,4868,Characiformes,Characidae,Mimagoniates microlepis,"-22,5692","-42,5528"
4727,4827,Characiformes,Characidae,Sem informaçao,"-22,6211","-43,2419"
4656,4756,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
1593,1628,Actinopterygii,Siluriformes,Scleromystax,"-22,4465","-42,7521"
2781,2831,Actinopterygii,Siluriformes,Schizolecis,"-22,5216","-42,6301"
4481,4581,Characiformes,Characidae,Astyanax bimaculatus,"-22,1114","-41,3317"
5761,5893,Characiformes,Erythrinidae,Sem informação,"-21,8961","-41,4031"
2825,2890,Actinopterygii,Siluriformes,Rineloricaria,"-21,7337","-41,9191"
4949,5056,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
6307,6460,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,5031","-42,894"
4415,4515,Characiformes,Characidae,Astyanax parahybae,"-22,0981","-41,3197"
2882,2947,Actinopterygii,Siluriformes,Parotocinclus,"-22,5591","-42,3334"
1597,1632,Actinopterygii,Siluriformes,Hoplosternum,"-21,23","-42,0933"
1809,1845,Actinopterygii,Characiformes,Characidium,"-22,5406","-42,4317"
2789,2839,Actinopterygii,Siluriformes,Schizolecis,"-22,6152","-42,7362"
3865,3955,Characiformes,Anostomidae,Sem informaçao,"-21,2367","-41,8294"
5771,5903,Characiformes,Erythrinidae,Sem informação,"-22,2419","-41,704"
2010,2049,Actinopterygii,Characiformes,Hoplias,"-22,5864","-42,2666"
6664,6840,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-22,23","-43,42"
3398,3473,Actinopterygii,Characiformes,Prochilodus,"-21,7485","-42,3424"
2952,3019,Actinopterygii,Siluriformes,Pimelodus,"-21,7485","-42,3424"
2474,2517,Actinopterygii,Siluriformes,Hypostomus,"-21,63","-42,0345"
3370,3445,Actinopterygii,Characiformes,Prochilodus,"-21,6981","-42,2389"
6370,6525,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2953","-41,8767"
910,940,Actinopterygii,Siluriformes,Trichomycterus,"-22,395617","-42,584506"
4748,4848,Characiformes,Characidae,Astyanax lacustris,"-22,0014","-41,5358"
2800,2850,Actinopterygii,Siluriformes,Hypostomus,"-22,8942","-42,7941"
2235,2275,Actinopterygii,Siluriformes,Rhamdia,"-21,9071","-41,7129"
4387,4487,Characiformes,Characidae,Pseudocorynopoma heterandria,"-22,5492","-44,578"
2251,2292,Actinopterygii,Siluriformes,Rhamdia,"-21,7174","-41,924"
1895,1934,Actinopterygii,Characiformes,Cyphocharax,"-22,426","-42,1742"
6878,7075,Gymnotiformes,Sternopygidae,Sem informação,"-22,5692","-42,5528"
2022,2061,Actinopterygii,Characiformes,Hoplias,"-22,6522","-43,4017"
2399,2442,Actinopterygii,Siluriformes,Ancistrus,"-22,4465","-42,7521"
869,899,Actinopterygii,Siluriformes,Trichomycterus,"-22,499444","-42,978611"
2788,2838,Actinopterygii,Siluriformes,Rineloricaria,"-22,6152","-42,7362"
2770,2820,Actinopterygii,Siluriformes,Parotocinclus,"-22,5829","-42,5752"
5094,5207,Characiformes,Characidae,Astyanax bimaculatus,"-22,287","-41,7147"
2265,2306,Actinopterygii,Siluriformes,Rhamdia,"-22,3828","-42,8576"
1816,1852,Actinopterygii,Characiformes,Characidium,"-22,8228","-43,5417"
872,902,Actinopterygii,Siluriformes,Trichomycterus,"-22,566667","-43,433331"
4941,5048,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,0618","-41,1664"
2834,2899,Actinopterygii,Siluriformes,Hypostomus,"-22,6147","-43,3889"
2922,2989,Actinopterygii,Siluriformes,Pimelodus,"-21,6981","-42,2389"
2006,2045,Actinopterygii,Characiformes,Hoplias,"-22,5533","-42,693"
4409,4509,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,4164","-42,753"
4467,4567,Characiformes,Characidae,Spintherobolus broccae,"-22,8919","-42,5972"
5490,5612,Cichliformes,Cichlidae,Sem informação,"-22,4185","-41,828"
6285,6438,Gymnotiformes,Hypopomidae,Brachyhypopomus janeiroensis,"-22,2156","-41,8378"
2443,2486,Actinopterygii,Siluriformes,Hypostomus,"-21,6372","-41,7577"
2902,2969,Actinopterygii,Siluriformes,Schizolecis,"-22,5912","-43,4323"
1829,1865,Actinopterygii,Characiformes,Characidium,"-22,3828","-42,8576"
3972,4066,Characiformes,Anostomidae,Sem informaçao,"-21,5772","-42,1464"
1587,1622,Actinopterygii,Siluriformes,Trachelyopterus,"-21,6344","-42,0339"
5168,5281,Cichliformes,Cichlidae,Oreochromis niloticus,"-22,3678","-41,7775"
2640,2689,Actinopterygii,Siluriformes,Rineloricaria,"-22,233","-42,0356"
3389,3464,Actinopterygii,Characiformes,Prochilodus,"-21,6344","-42,0339"
4325,4423,Characiformes,Characidae,Astyanax hastatus,"-22,9542","-43,4464"
5201,5315,Cichliformes,Cichlidae,Cichla kelberi,"-22,53","-43,82"
3843,3933,Characiformes,Anostomidae,Sem informaçao,"-21,7394","-41,2073"
5356,5476,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4336","-42,7606"
4784,4884,Characiformes,Characidae,Astyanax taeniatus,"-22,5658","-43,1836"
4550,4650,Characiformes,Characidae,Astyanax bimaculatus,"-22,1894","-41,8278"
1542,1577,Actinopterygii,Siluriformes,Glanidium,"-21,6372","-41,7577"
5300,5416,Cichliformes,Cichlidae,Sem informação,"-22,2419","-41,704"
4573,4673,Characiformes,Characidae,Mimagoniates microlepis,"-22,9061","-43,8892"
4780,4880,Characiformes,Characidae,Astyanax janeiroensis,"-22,2953","-41,8767"
5335,5454,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3364","-41,7858"
4505,4605,Characiformes,Characidae,Sem informaçao,"-22,5989","-43,1464"
1557,1592,Actinopterygii,Siluriformes,Glanidium,"-21,6981","-42,2389"
2889,2956,Actinopterygii,Siluriformes,Hypostomus,"-22,2225","-43,0722"
828,858,Actinopterygii,Siluriformes,Trichomycterus,"-20,908397","-41,861317"
4697,4797,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-21,9125","-41,4236"
2339,2381,Actinopterygii,Siluriformes,Pimelodella,"-22,6152","-42,7362"
1355,1390,Actinopterygii,Characiformes,Leporinus,"-21,6344","-42,0339"
919,949,Actinopterygii,Siluriformes,Trichomycterus,"-22,8225","-43,541667"
4654,4754,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
6620,6794,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-21,21","-41,93"
1558,1593,Actinopterygii,Siluriformes,Glanidium,"-21,6981","-42,2389"
5010,5119,Characiformes,Characidae,Astyanax bimaculatus,"-22,287","-41,714"
2773,2823,Actinopterygii,Siluriformes,Schizolecis,"-22,3475","-42,3191"
1686,1721,Actinopterygii,Siluriformes,Corydoras,"-22,6152","-42,7362"
1890,1929,Actinopterygii,Characiformes,Cyphocharax,"-21,6981","-42,2389"
4530,4630,Characiformes,Characidae,Sem informaçao,"-22,5725","-43,1967"
5876,6010,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,7258","-43,6792"
5547,5672,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,6753","-42,9736"
4393,4493,Characiformes,Characidae,Astyanax hastatus,"-22,9878","-43,5356"
