OBJECTID_1,ID,Ordem,Familia,Especie,X,Y
4381,4481,Characiformes,Characidae,Sem informaçao,"-22,4656","-43,8283"
4345,4443,Characiformes,Characidae,Sem informaçao,"-22,4689","-44,467"
5510,5633,Cichliformes,Cichlidae,Cichla kelberi,"-22,6508","-42,3917"
5128,5241,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,5908","-43,0769"
4855,4960,Characiformes,Characidae,Astyanax taeniatus,"-22,9661","-43,4797"
5521,5645,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,287","-41,715"
2174,2214,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
4841,4945,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,3708","-41,7869"
4014,4109,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
4696,4796,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2319","-41,6972"
2207,2247,Actinopterygii,Siluriformes,Rhamdia,"-22,6042","-43,2211"
4854,4959,Characiformes,Characidae,Mimagoniates microlepis,"-22,8942","-42,6589"
6024,6161,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,4248","-41,8296"
1943,1982,Actinopterygii,Characiformes,Hoplias,"-21,23","-42,0933"
2801,2851,Actinopterygii,Siluriformes,Ancistrus,"-22,5797","-43,4208"
1899,1938,Actinopterygii,Characiformes,Cyphocharax,"-21,7174","-41,924"
4845,4949,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2917,2984,Actinopterygii,Siluriformes,Pimelodus,"-21,63","-42,0345"
5104,5217,Characiformes,Characidae,Mimagoniates microlepis,"-22,8847","-42,6472"
5508,5631,Cichliformes,Cichlidae,Mesonauta acora,"-22,451","-42,775"
875,905,Actinopterygii,Siluriformes,Listrura,"-22,429444","-42,03444"
2748,2798,Actinopterygii,Siluriformes,Schizolecis,"-22,4419","-42,627"
4549,4649,Characiformes,Characidae,Sem informaçao,"-22,2025","-43,1547"
5498,5620,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4188","-41,861"
2453,2496,Actinopterygii,Siluriformes,Hypostomus,"-21,6372","-41,7577"
4452,4552,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-21,4408","-41,4124"
2541,2588,Actinopterygii,Siluriformes,Ancistrus,"-22,426","-42,1742"
1825,1861,Actinopterygii,Characiformes,Characidium,"-22,9161","-42,6392"
5092,5204,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2858","-41,7297"
907,937,Actinopterygii,Siluriformes,Trichomycterus,"-22,347531","-42,319056"
3960,4053,Characiformes,Anostomidae,Sem informaçao,"-21,7","-42,1167"
2491,2537,Actinopterygii,Siluriformes,Pseudotothyris,"-22,5869","-43,4072"
5553,5678,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,2056","-41,4658"
5157,5270,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9661","-43,4797"
2872,2937,Actinopterygii,Siluriformes,Schizolecis,"-22,6122","-43,4181"
5009,5118,Characiformes,Characidae,Astyanax bimaculatus,"-22,2872","-41,7139"
3933,4024,Characiformes,Anostomidae,Leporinus copelandii,"-22,9417","-43,2083"
2518,2564,Actinopterygii,Siluriformes,Hisonotus,"-22,2259","-42,0047"
4337,4435,Characiformes,Characidae,Astyanax hastatus,"-22,9825","-43,4978"
5111,5224,Characiformes,Characidae,Hyphessobrycon reticulatus,"-22,3708","-41,7869"
2323,2365,Actinopterygii,Siluriformes,Rhamdia,"-22,4583","-42,0372"
2357,2400,Actinopterygii,Siluriformes,Pimelodella,"-21,6344","-42,0339"
4378,4478,Characiformes,Characidae,Astyanax hastatus,"-22,9667","-43,45"
3953,4045,Characiformes,Anostomidae,Megaleporinus conirostris,"-21,7544","-41,324"
4017,4112,Characiformes,Anostomidae,Sem informaçao,"-21,8","-41,75"
1979,2018,Actinopterygii,Characiformes,Hoplias,"-21,58","-42,1428"
2221,2261,Actinopterygii,Siluriformes,Pimelodella,"-22,2599","-41,8976"
1934,1973,Actinopterygii,Characiformes,Hoplias,"-21,4323","-41,0866"
5023,5133,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
2205,2245,Actinopterygii,Siluriformes,Rhamdia,"-22,5967","-43,2381"
2575,2624,Actinopterygii,Siluriformes,Hisonotus,"-21,8244","-42,5217"
4036,4131,Characiformes,Anostomidae,Sem informaçao,"-22,4689","-44,467"
2674,2724,Actinopterygii,Siluriformes,Loricariichthys,"-21,6344","-42,0339"
1913,1952,Actinopterygii,Characiformes,Cyphocharax,"-21,6347","-41,7614"
5509,5632,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,9689","-42,9039"
4394,4494,Characiformes,Characidae,Sem informaçao,"-22,0256","-41,0903"
5528,5653,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3708","-41,7869"
1905,1944,Actinopterygii,Characiformes,Cyphocharax,"-22,2382","-42,0593"
2708,2758,Actinopterygii,Siluriformes,Rineloricaria,"-21,7485","-42,3424"
4979,5087,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2844","-41,7303"
1336,1371,Actinopterygii,Characiformes,Leporinus,"-21,6344","-42,0339"
1566,1601,Actinopterygii,Siluriformes,Trachelyopterus,"-21,9071","-41,7129"
2556,2603,Actinopterygii,Siluriformes,Parotocinclus,"-21,9071","-41,7129"
2269,2310,Actinopterygii,Siluriformes,Rhamdia,"-22,2522","-42,8853"
4980,5088,Characiformes,Characidae,Astyanax bimaculatus,"-22,4154","-41,8266"
2705,2755,Actinopterygii,Siluriformes,Rineloricaria,"-21,7485","-42,3424"
5097,5210,Characiformes,Characidae,Sem informaçao,"-22,6139","-43,4111"
4808,4910,Characiformes,Characidae,Oligosarcus hepsetus,"-22,7139","-43,8833"
2178,2218,Actinopterygii,Siluriformes,Pimelodella,"-21,6372","-41,7577"
4388,4488,Characiformes,Characidae,Hyphessobrycon eques,"-22,5492","-44,578"
5005,5114,Characiformes,Characidae,Sem informaçao,"-22,6364","-43,6173"
2417,2460,Actinopterygii,Siluriformes,Parotocinclus,"-21,8","-41,5846"
1911,1950,Actinopterygii,Characiformes,Cyphocharax,"-21,6344","-42,0339"
5145,5258,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,287","-41,7142"
2224,2264,Actinopterygii,Siluriformes,Pimelodella,"-22,2923","-41,8462"
2396,2439,Actinopterygii,Characiformes,Nannostomus,"-22,5591","-42,3334"
1332,1367,Actinopterygii,Characiformes,Leporinus,"-21,6347","-41,7614"
4538,4638,Characiformes,Characidae,Astyanax taeniatus,"-22,8817","-42,625"
2565,2612,Actinopterygii,Siluriformes,Ancistrus,"-22,4486","-42,9835"
5225,5340,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4325","-42,933"
5476,5598,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4159","-41,8178"
3384,3459,Actinopterygii,Characiformes,Prochilodus,"-21,6347","-41,7614"
5137,5250,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
1590,1625,Actinopterygii,Siluriformes,Trachelyopterus,"-22,5905","-42,2505"
2557,2604,Actinopterygii,Siluriformes,Loricariichthys,"-21,9071","-41,7129"
2024,2063,Actinopterygii,Characiformes,Hoplias,"-22,2225","-43,0722"
5275,5391,Cichliformes,Cichlidae,Cichlasoma dimerus,"-22,2336","-41,5419"
2943,3010,Actinopterygii,Siluriformes,Steindachneridion,"-21,2131","-41,93"
2484,2527,Actinopterygii,Siluriformes,Schizolecis,"-23,2972","-44,71"
5141,5254,Characiformes,Characidae,Oligosarcus hepsetus,"-22,8333","-43,8833"
2458,2501,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
2641,2690,Actinopterygii,Siluriformes,Schizolecis,"-22,233","-42,0356"
6811,7001,Siluriformes,Pseudopimelodidae,Microglanis parahybae,"-22,5692","-42,5528"
2492,2538,Actinopterygii,Siluriformes,Parotocinclus,"-22,5869","-43,4072"
4631,4731,Characiformes,Characidae,Sem informaçao,"-22,1881","-41,6769"
870,900,Actinopterygii,Siluriformes,Trichomycterus,"-22,503889","-42,893056"
4518,4618,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5792","-43,434"
2538,2585,Actinopterygii,Siluriformes,Parotocinclus,"-22,426","-42,1742"
1841,1877,Actinopterygii,Characiformes,Characidium,"-22,5458","-42,4653"
6151,6301,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,3708","-41,7869"
6652,6828,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-22,23","-43,42"
4046,4141,Characiformes,Anostomidae,Leporinus copelandii,"-22,5736","-42,5797"
2728,2778,Actinopterygii,Siluriformes,Hypostomus,"-21,58","-42,1428"
2284,2326,Actinopterygii,Siluriformes,Pimelodella,"-21,6344","-42,0339"
2027,2066,Actinopterygii,Characiformes,Hoplias,"-22,6711","-43,7531"
4315,4413,Characiformes,Characidae,Astyanax hastatus,"-22,9906","-43,4964"
3921,4011,Characiformes,Anostomidae,Sem informaçao,"-21,6833","-41,1333"
1882,1921,Actinopterygii,Characiformes,Cyphocharax,"-21,63","-42,0345"
2715,2765,Actinopterygii,Siluriformes,Hypostomus,"-21,7174","-41,924"
863,893,Actinopterygii,Siluriformes,Trichomycterus,"-22,448561","-42,983517"
4186,4284,Siluriformes,Auchenipteridae,Trachelyopterus striatulus,"-22,1189","-43,0486"
4115,4213,Siluriformes,Auchenipteridae,Trachelyopterus striatulus,"-22,1189","-43,0486"
4324,4422,Characiformes,Characidae,Sem informaçao,"-22,8665","-43,0031"
1544,1579,Actinopterygii,Siluriformes,Glanidium,"-21,6372","-41,7577"
2413,2456,Actinopterygii,Siluriformes,Hypostomus,"-21,8106","-41,6336"
2544,2591,Actinopterygii,Siluriformes,Parotocinclus,"-22,3972","-42,095"
2158,2198,Actinopterygii,Siluriformes,Pimelodella,"-21,5772","-41,5772"
5575,5700,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,2847","-41,7261"
2546,2593,Actinopterygii,Siluriformes,Rineloricaria,"-22,3972","-42,095"
4517,4617,Characiformes,Characidae,Mimagoniates microlepis,"-22,6167","-42,7167"
5107,5220,Characiformes,Characidae,Sem informaçao,"-22,4989","-42,905"
1352,1387,Actinopterygii,Characiformes,Leporinus,"-22,4344","-44,025"
5340,5459,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,2956","-41,8767"
6203,6353,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2814","-41,6558"
5119,5232,Characiformes,Characidae,Oligosarcus hepsetus,"-22,3708","-41,7869"
1929,1968,Actinopterygii,Characiformes,Cyphocharax,"-22,2225","-43,0722"
5015,5124,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
4610,4710,Characiformes,Characidae,Astyanax hastatus,"-22,9683","-43,4942"
1657,1692,Actinopterygii,Siluriformes,Scleromystax,"-22,4517","-43,2072"
4498,4598,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
2595,2644,Actinopterygii,Siluriformes,Hypostomus,"-21,7174","-41,924"
6197,6347,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,2078","-41,4867"
3372,3447,Actinopterygii,Characiformes,Prochilodus,"-22,2322","-41,9372"
3899,3989,Characiformes,Anostomidae,Leporinus copelandii,"-22,8917","-43,2917"
1914,1953,Actinopterygii,Characiformes,Cyphocharax,"-21,6347","-41,7614"
4644,4744,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
4483,4583,Characiformes,Characidae,Astyanax taeniatus,"-22,3786","-41,983"
4298,4396,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,2872","-41,7119"
1933,1972,Actinopterygii,Characiformes,Hoplias,"-20,9084","-41,8613"
4636,4736,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,0014","-41,5358"
4799,4900,Characiformes,Characidae,Astyanax hastatus,"-22,4356","-42,7589"
4856,4961,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
2461,2504,Actinopterygii,Siluriformes,Loricariichthys,"-21,6372","-41,7577"
2285,2327,Actinopterygii,Siluriformes,Pimelodella,"-21,6344","-42,0339"
4762,4862,Characiformes,Characidae,Astyanax janeiroensis,"-22,4489","-42,7717"
2723,2773,Actinopterygii,Siluriformes,Loricariichthys,"-21,7174","-41,924"
5115,5228,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,5428","-43,0664"
3405,3480,Actinopterygii,Characiformes,Prochilodus,"-21,58","-42,1428"
4793,4894,Characiformes,Characidae,Oligosarcus hepsetus,"-22,2156","-41,8378"
2156,2196,Actinopterygii,Siluriformes,Pimelodella,"-21,5772","-41,5772"
6608,6781,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-22,23","-43,42"
4733,4833,Characiformes,Characidae,Sem informaçao,"-22,0803","-43,5078"
1856,1892,Actinopterygii,Characiformes,Characidium,"-22,8225","-43,5417"
2238,2278,Actinopterygii,Siluriformes,Acentronichthys,"-22,4486","-42,9835"
5063,5174,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
5279,5395,Cichliformes,Cichlidae,Cichlasoma dimerus,"-22,2356","-41,5497"
4057,4152,Characiformes,Anostomidae,Leporinus copelandii,"-21,25","-41,75"
4515,4615,Characiformes,Characidae,Sem informaçao,"-22,5831","-43,4469"
4356,4456,Characiformes,Characidae,Astyanax parahybae,"-22,5947","-42,2525"
2783,2833,Actinopterygii,Siluriformes,Parotocinclus,"-22,5533","-42,693"
2226,2266,Actinopterygii,Siluriformes,Rhamdia,"-22,426","-42,1742"
2753,2803,Actinopterygii,Siluriformes,Schizolecis,"-22,4458","-42,2087"
2817,2867,Actinopterygii,Siluriformes,Neoplecostomus,"-22,4522","-44,6098"
2847,2912,Actinopterygii,Siluriformes,Kronichthys,"-22,5494","-43,3039"
5205,5320,Cichliformes,Cichlidae,Cichla kelberi,"-22,53","-43,82"
5334,5453,Cichliformes,Cichlidae,Coptodon rendalli,"-22,0242","-41,0731"
893,923,Actinopterygii,Siluriformes,Trichomycterus,"-22,252183","-42,88525"
2423,2466,Actinopterygii,Siluriformes,Loricariichthys,"-21,5772","-41,5772"
2863,2928,Actinopterygii,Siluriformes,Kronichthys,"-22,5925","-43,414"
2961,3028,Actinopterygii,Siluriformes,Pimelodus,"-21,7174","-41,924"
2397,2440,Actinopterygii,Siluriformes,Parotocinclus,"-22,4881","-42,2706"
5768,5900,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,5947","-42,2525"
5401,5521,Cichliformes,Cichlidae,Sem informação,"-22,7258","-43,6792"
5296,5412,Cichliformes,Cichlidae,Sem informação,"-22,1067","-41,4722"
3994,4089,Characiformes,Anostomidae,Sem informaçao,"-21,6333","-41,85"
5396,5516,Cichliformes,Cichlidae,Cichlasoma paranaense,"-22,1978","-41,8422"
3371,3446,Actinopterygii,Characiformes,Prochilodus,"-22,2259","-42,0047"
3380,3455,Actinopterygii,Characiformes,Prochilodus,"-21,7174","-41,924"
4678,4778,Characiformes,Characidae,Sem informaçao,"-22,5622","-43,2561"
2500,2546,Actinopterygii,Siluriformes,Pseudotothyris,"-22,6042","-43,2211"
4834,4938,Characiformes,Characidae,Oligosarcus hepsetus,"-22,3364","-41,7858"
4668,4768,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2994","-41,6895"
5527,5651,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,6667","-43,8333"
4782,4882,Characiformes,Characidae,Oligosarcus hepsetus,"-21,8361","-41,7394"
6616,6790,Siluriformes,Pimelodidae,Steindachneridion parahybae,"-21,21","-41,93"
4655,4755,Characiformes,Characidae,Astyanax bimaculatus,"-22,2544","-41,5936"
1670,1705,Actinopterygii,Siluriformes,Hoplosternum,"-21,7485","-42,3424"
2296,2338,Actinopterygii,Siluriformes,Rhamdia,"-21,7485","-42,3424"
1955,1994,Actinopterygii,Characiformes,Hoplerythrinus,"-21,5772","-41,5772"
4350,4449,Characiformes,Characidae,Sem informaçao,"-22,1189","-43,0486"
3891,3981,Characiformes,Anostomidae,Sem informaçao,"-21,4667","-41,6667"
5196,5310,Cichliformes,Cichlidae,Oreochromis niloticus,"-22,3364","-41,7858"
4359,4459,Characiformes,Characidae,Sem informaçao,"-22,4689","-44,467"
2798,2848,Actinopterygii,Siluriformes,Hypostomus,"-22,8942","-42,7941"
4985,5093,Characiformes,Characidae,Sem informaçao,"-22,6364","-43,6173"
2559,2606,Actinopterygii,Siluriformes,Hemipsilichthys,"-22,4486","-42,9835"
2678,2728,Actinopterygii,Siluriformes,Loricariichthys,"-21,6344","-42,0339"
2649,2698,Actinopterygii,Siluriformes,Schizolecis,"-22,2373","-42,0556"
2881,2946,Actinopterygii,Siluriformes,Rineloricaria,"-22,5591","-42,3334"
1859,1895,Actinopterygii,Characiformes,Characidium,"-22,8942","-42,7941"
2373,2416,Actinopterygii,Siluriformes,Rhamdioglanis,"-22,5781","-43,3928"
2951,3018,Actinopterygii,Siluriformes,Pimelodus,"-21,7485","-42,3424"
4071,4166,Characiformes,Anostomidae,Sem informaçao,"-22,0494","-41,5869"
2552,2599,Actinopterygii,Siluriformes,Parotocinclus,"-22,5406","-42,4317"
1936,1975,Actinopterygii,Characiformes,Hoplerythrinus,"-21,7932","-41,5493"
4691,4791,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,1695","-41,3306"
1793,1829,Actinopterygii,Characiformes,Characidium,"-22,2599","-41,8976"
5032,5142,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2732,2782,Actinopterygii,Siluriformes,Hypostomus,"-21,58","-42,1428"
2699,2749,Actinopterygii,Siluriformes,Hypostomus,"-21,6347","-41,7614"
4665,4765,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,175","-41,3531"
4937,5044,Characiformes,Characidae,Sem informação,"-22,4183","-42,2064"
5148,5261,Characiformes,Characidae,Astyanax bimaculatus,"-22,2847","-41,7261"
1652,1687,Actinopterygii,Siluriformes,Corydoras,"-22,233","-42,0356"
1831,1867,Actinopterygii,Characiformes,Characidium,"-22,4153","-42,903"
2469,2512,Actinopterygii,Siluriformes,Hypostomus,"-21,63","-42,0345"
5174,5287,Cichliformes,Cichlidae,Crenicichla lacustris,"-22,2956","-41,8767"
4871,4976,Characiformes,Characidae,Hyphessobrycon luetkenii,"-22,3708","-41,7869"
5642,5769,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,5944","-43,1317"
2468,2511,Actinopterygii,Siluriformes,Loricariichthys,"-21,63","-42,0345"
5105,5218,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2814","-41,6558"
1907,1946,Actinopterygii,Characiformes,Cyphocharax,"-22,233","-42,0356"
4663,4763,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,1792","-41,675"
5324,5440,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3708","-41,7869"
4309,4407,Characiformes,Characidae,Sem informaçao,"-22,2944","-41,7194"
4628,4728,Characiformes,Characidae,Mimagoniates microlepis,"-22,4796","-42,6573"
5120,5233,Characiformes,Characidae,Astyanax intermedius,"-22,845","-43,9706"
5720,5849,Characiformes,Erythrinidae,Hoplerythrinus unitaeniatus,"-22,5947","-42,2525"
2767,2817,Actinopterygii,Siluriformes,Ancistrus,"-22,587","-42,6047"
5352,5472,Cichliformes,Cichlidae,Geophagus brasiliensis,"-21,3194","-41,3272"
834,864,Actinopterygii,Siluriformes,Trichomycterus,"-21,266158","-42,182222"
2308,2350,Actinopterygii,Siluriformes,Rhamdia,"-21,58","-42,1428"
4408,4508,Characiformes,Characidae,Hyphessobrycon flammeus,"-22,7156","-43,5569"
6069,6214,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,0242","-41,0731"
2727,2777,Actinopterygii,Siluriformes,Rineloricaria,"-21,7174","-41,924"
2894,2961,Actinopterygii,Siluriformes,Hypostomus,"-22,6875","-43,8264"
4698,4798,Characiformes,Characidae,Oligosarcus hepsetus,"-22,2544","-41,5936"
5537,5662,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,3708","-41,7869"
2841,2906,Actinopterygii,Siluriformes,Loricariichthys,"-21,6344","-42,0339"
3394,3469,Actinopterygii,Characiformes,Prochilodus,"-21,6347","-41,7614"
5478,5600,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4185","-41,828"
4944,5051,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2623,2672,Actinopterygii,Siluriformes,Pareiorhina,"-22,4152","-42,9033"
2957,3024,Actinopterygii,Siluriformes,Pimelodus,"-21,7174","-41,924"
4826,4930,Characiformes,Characidae,Mimagoniates microlepis,"-21,8625","-41,6797"
2212,2252,Actinopterygii,Siluriformes,Pimelodella,"-22,2259","-42,0047"
5078,5190,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2254,2295,Actinopterygii,Siluriformes,Rhamdia,"-21,58","-42,1428"
3887,3977,Characiformes,Anostomidae,Sem informaçao,"-21,4667","-41,6667"
5355,5475,Cichliformes,Cichlidae,Sem informação,"-22,2033","-41,8486"
4590,4690,Characiformes,Characidae,Astyanax hastatus,"-22,9683","-43,4942"
2726,2776,Actinopterygii,Siluriformes,Loricariichthys,"-21,7174","-41,924"
1949,1988,Actinopterygii,Characiformes,Hoplerythrinus,"-22,3014","-41,6931"
2521,2567,Actinopterygii,Siluriformes,Hisonotus,"-22,226","-41,9755"
903,933,Actinopterygii,Siluriformes,Listrura,"-22,458333","-42,037222"
2372,2415,Actinopterygii,Siluriformes,Acentronichthys,"-22,5781","-43,3928"
2688,2738,Actinopterygii,Siluriformes,Hypostomus,"-21,6347","-41,7614"
3923,4013,Characiformes,Anostomidae,Leporinus copelandii,"-22,9417","-43,2083"
2978,3045,Actinopterygii,Siluriformes,Pimelodus,"-22,6875","-43,8264"
2603,2652,Actinopterygii,Siluriformes,Hypostomus,"-21,58","-42,1428"
4015,4110,Characiformes,Anostomidae,Sem informaçao,"-22,8917","-43,2917"
4666,4766,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2814","-41,6561"
2955,3022,Actinopterygii,Siluriformes,Pimelodus,"-21,7485","-42,3424"
2539,2586,Actinopterygii,Siluriformes,Rineloricaria,"-22,426","-42,1742"
840,870,Actinopterygii,Siluriformes,Trichomycterus,"-22,006178","-41,921389"
4843,4947,Characiformes,Characidae,Astyanax bimaculatus,"-22,3708","-41,7869"
1549,1584,Actinopterygii,Siluriformes,Glanidium,"-21,6372","-41,7577"
4197,4295,Siluriformes,Auchenipteridae,Trachelyopterus striatulus,"-22,5661","-42,1372"
4766,4866,Characiformes,Characidae,Sem informaçao,"-22,0271","-43,202"
4926,5032,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,0152","-41,0849"
4032,4127,Characiformes,Anostomidae,Sem informaçao,"-22,1176","-43,2017"
4970,5078,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,2872","-41,7139"
2771,2821,Actinopterygii,Siluriformes,Pareiorhaphis,"-22,4989","-42,5097"
4994,5103,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
2013,2052,Actinopterygii,Characiformes,Hoplias,"-22,5647","-42,1361"
5474,5595,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,4248","-41,8296"
2021,2060,Actinopterygii,Characiformes,Hoplias,"-22,5925","-43,414"
4964,5072,Characiformes,Characidae,Sem informaçao,"-22,5319","-43,8192"
1341,1376,Actinopterygii,Characiformes,Hypomasticus,"-21,7485","-42,3424"
2505,2551,Actinopterygii,Siluriformes,Rineloricaria,"-22,3828","-42,8576"
5311,5427,Cichliformes,Cichlidae,Sem informação,"-22,2631","-41,7183"
4570,4670,Characiformes,Characidae,Sem informaçao,"-22,2025","-43,1547"
1305,1340,Actinopterygii,Characiformes,Leporinus,"-21,5772","-41,5772"
4406,4506,Characiformes,Characidae,Astyanax bimaculatus,"-22,1119","-41,3042"
4528,4628,Characiformes,Characidae,Bryconamericus ornaticeps,"-22,6364","-43,6173"
2755,2805,Actinopterygii,Siluriformes,Hisonotus,"-22,4583","-42,0372"
5579,5704,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,2031","-41,4575"
5130,5243,Characiformes,Characidae,Oligosarcus hepsetus,"-22,4989","-42,905"
3974,4068,Characiformes,Anostomidae,Sem informaçao,"-22,3917","-43,025"
5564,5689,Cichliformes,Cichlidae,Geophagus brasiliensis,"-22,7867","-43,5419"
5126,5239,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,3708","-41,7869"
5717,5846,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,2156","-41,8378"
6256,6407,Characiformes,Erythrinidae,Hoplias malabaricus,"-21,8108","-41,6322"
5050,5161,Characiformes,Characidae,Sem informaçao,"-22,6364","-43,6173"
4609,4709,Characiformes,Characidae,Astyanax janeiroensis,"-22,4347","-42,7686"
2666,2716,Actinopterygii,Siluriformes,Ancistrus,"-22,5828","-42,5747"
2264,2305,Actinopterygii,Siluriformes,Imparfinis,"-23,0408","-44,6927"
2377,2420,Actinopterygii,Siluriformes,Acentronichthys,"-22,5456","-43,3014"
5264,5379,Cichliformes,Cichlidae,Geophagus brasiliensis,"-21,2367","-41,8294"
2482,2525,Actinopterygii,Siluriformes,Hypostomus,"-21,6981","-42,2389"
1678,1713,Actinopterygii,Siluriformes,Scleromystax,"-22,4477","-42,2289"
4395,4495,Characiformes,Characidae,Sem informaçao,"-22,5292","-43,8119"
6184,6334,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,5858","-43,0692"
2940,3007,Actinopterygii,Siluriformes,Steindachneridion,"-21,5383","-42,1589"
2371,2414,Actinopterygii,Siluriformes,Rhamdia,"-22,5925","-43,414"
2901,2968,Actinopterygii,Siluriformes,Ancistrus,"-22,5912","-43,4323"
2606,2655,Actinopterygii,Siluriformes,Rineloricaria,"-21,58","-42,1428"
1601,1636,Actinopterygii,Siluriformes,Hoplosternum,"-21,5772","-41,5772"
4341,4439,Characiformes,Characidae,Oligosarcus hepsetus,"-22,8419","-42,156"
4629,4729,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-22,55","-42,4167"
2892,2959,Actinopterygii,Siluriformes,Hypostomus,"-22,6711","-43,7531"
4405,4505,Characiformes,Characidae,Astyanax parahybae,"-22,6422","-43,9425"
4647,4747,Characiformes,Characidae,Sem informaçao,"-22,4689","-44,467"
932,965,Actinopterygii,Siluriformes,Trichomycterus,"-22,585833","-43,438333"
2315,2357,Actinopterygii,Siluriformes,Acentronichthys,"-22,4419","-42,627"
2774,2824,Actinopterygii,Siluriformes,Pareiorhaphis,"-22,3475","-42,3191"
5349,5469,Cichliformes,Cichlidae,Australoheros macaensis,"-22,0336","-41,2558"
5139,5252,Characiformes,Characidae,Sem informaçao,"-22,5911","-43,0906"
2912,2979,Actinopterygii,Siluriformes,Pimelodus,"-21,6372","-41,7577"
5735,5866,Characiformes,Erythrinidae,Hoplias malabaricus,"-22,9878","-43,5356"
2309,2351,Actinopterygii,Siluriformes,Pimelodella,"-21,58","-42,1428"
4740,4840,Characiformes,Characidae,Hyphessobrycon bifasciatus,"-21,89","-41,3853"
4424,4524,Characiformes,Characidae,Astyanax taeniatus,"-22,8919","-42,5972"
4844,4948,Characiformes,Characidae,Sem informaçao,"-22,6472","-43,4516"
1318,1353,Actinopterygii,Characiformes,Leporinus,"-21,9071","-41,7129"
2676,2726,Actinopterygii,Siluriformes,Rineloricaria,"-21,6344","-42,0339"
3421,3496,Actinopterygii,Siluriformes,Microglanis,"-22,6152","-42,7362"
4824,4928,Characiformes,Characidae,Astyanax parahybae,"-22,5692","-42,5528"
4811,4913,Characiformes,Characidae,Mimagoniates microlepis,"-21,7989","-41,6042"
