ID,Nome Cientifico na Base de Dados,Nivel Taxonomico,Filo,Familia,Ordemmm,Genero,Especie,Latitude,Longitude
3367,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-4,197,545","-22,225,983"
3368,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-4,197,545","-22,225,983"
3369,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,174,189","-22,426,008"
3370,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,174,189","-22,426,008"
3371,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,095,033","-223,972"
3372,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,431,694","-22,540,639"
3373,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,893,056","-22,503,889"
3374,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,342,417","-21,715,194"
3375,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-41,924,028","-21,717,389"
3376,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,142,778",-21.58
3377,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,142,778",-21.58
3378,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-41,761,444","-21,634,694"
3379,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,857,644","-22,382,822"
3380,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,907,742","-22,414,089"
3381,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-4,290,325","-22,415,233"
3382,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,903,033","-22,415,303"
3383,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,871,447","-22,407,842"
3384,Rineloricaria,Especie,,Loricariidae,Cyprinodontiformes,Rineloricaria,Rineloricaria,"-42,035,556","-22,233"
3385,Rineloricaria,Especie,,Loricariidae,Perciformes,Rineloricaria,Rineloricaria,"-42,020,111","-22,237"
3386,Rineloricaria,Especie,,Loricariidae,Perciformes,Rineloricaria,Rineloricaria,"-42,035,556","-22,233"
3387,Rineloricaria,Especie,,Loricariidae,Siluriformes,Rineloricaria,Rineloricaria,"-42,020,111","-22,237"
3388,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,908,056","-22,228,611"
3389,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,657,222","-22,478,889"
3390,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,574,722","-22,582,778"
3391,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,033,861","-21,634,444"
3392,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,033,861","-21,634,444"
3393,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,033,861","-21,634,444"
3394,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,761,444","-21,634,694"
3395,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,761,444","-21,634,694"
3396,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,761,444","-21,634,694"
3397,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,761,444","-21,634,694"
3398,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,342,417","-21,748,528"
3399,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,342,417","-21,748,528"
3400,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,924,028","-21,717,389"
3401,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,924,028","-21,717,389"
3402,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,142,778",-21.58
3403,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,142,778",-21.58
3404,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,620,614","-22,477,917"
3405,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,604,708","-22,587,033"
3406,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,319,056","-22,347,531"
3407,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,630,111","-22,521,556"
3408,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,692,972","-22,553,306"
3409,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,736,172","-22,615,244"
3410,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-43,754,167","-22,514,722"
3411,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-43,091,667","-22,600,556"
3412,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-43,104,722","-22,614,167"
3413,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,919,061","-21,733,678"
3414,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-41,751,811","-21,633,428"
3415,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,033,861","-21,634,444"
3416,Rineloricaria,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria,"-42,333,444","-22,559,139"
3417,Rineloricaria kronei,Especie,,Loricariidae,Characiformes,Rineloricaria,Rineloricaria kronei,"-42,869,969","-22,303,339"
3418,Rivulus janeiroensis,Especie,,Rivulidae,Characiformes,Rivulus,Rivulus janeiroensis,"-42,083,333","-22,716,667"
3419,Rivulus janeiroensis,Especie,,Rivulidae,Characiformes,Rivulus,Rivulus janeiroensis,"-42,266,667","-22,566,667"
3420,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-42,342,417","-21,715,194"
3421,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-42,342,417","-21,715,194"
3422,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,924,028","-21,717,389"
3423,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,924,028","-21,717,389"
3424,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,761,444","-21,634,694"
3425,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,761,444","-21,634,694"
3426,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,761,444","-21,634,694"
3427,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,761,444","-21,634,694"
3428,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-42,342,417","-21,748,528"
3429,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,924,028","-21,717,389"
3430,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-41,924,028","-21,717,389"
3431,Salminus brasiliensis,Especie,,Characidae,Characiformes,Salminus,Salminus brasiliensis,"-42,033,861","-21,634,444"
3432,Satanoperca pappaterra,Especie,,Cichlidae,Characiformes,Satanoperca,Satanoperca pappaterra,"-42,142,778",-21.58
3433,Satanoperca pappaterra,Especie,,Cichlidae,Characiformes,Satanoperca,Satanoperca pappaterra,"-41,761,444","-21,634,694"
3434,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-43,407,222","-22,586,944"
3435,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-43,228,056","-22,613,611"
3436,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-43,221,111","-22,604,167"
3437,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,004,733","-2,222,585"
3438,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,983,517","-22,448,561"
3439,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,983,517","-22,448,561"
3440,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,983,517","-22,448,561"
3441,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,893,056","-22,503,889"
3442,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,908,333","-22,493,611"
3443,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-44,692,692","-2,304,075"
3444,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,857,644","-22,382,822"
3445,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,904,231","-22,235,706"
3446,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,088,028","-2,224,125"
3447,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,055,611","-22,237,278"
3448,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,035,556","-22,233"
3449,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,020,111","-22,237"
3450,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,088,028","-2,224,125"
3451,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,055,611","-22,237,278"
3452,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,035,556","-22,233"
3453,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,020,111","-22,237"
3454,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-446,925","-23,041,389"
3455,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,621,667","-22,418,889"
3456,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,657,222","-22,478,889"
3457,Schizolecis guntheri,Especie,,Loricariidae,Characiformes,Schizolecis,Schizolecis guntheri,"-42,574,722","-22,582,778"
3458,Schizolecis guntheri,Especie,,Loricariidae,Syngnathiformes,Schizolecis,Schizolecis guntheri,"-42,627,011","-22,441,889"
3459,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,587,647","-22,415,644"
3460,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,587,647","-22,415,644"
3461,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,208,694","-22,445,778"
3462,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,228,883","-22,447,714"
3463,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,031,694","-22,524,917"
3464,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,319,056","-22,347,531"
3465,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,630,111","-22,521,556"
3466,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,692,972","-22,553,306"
3467,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,736,172","-22,615,244"
3468,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-42,588,956","-22,403,611"
3469,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,420,833","-22,579,722"
3470,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,038,611","-22,534,167"
3471,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,091,667","-22,600,556"
3472,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,363,611","-22,575"
3473,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-435,375","-22,653,333"
3474,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,433,333","-22,589,722"
3475,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,414,444","-225,925"
3476,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,392,778","-22,578,056"
3477,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,418,056","-22,612,222"
3478,Schizolecis guntheri,Especie,,Loricariidae,Siluriformes,Schizolecis,Schizolecis guntheri,"-43,432,278","-22,591,222"
3479,Scleromystax,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax,"-42,752,075","-224,465"
3480,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-41,958,439","-22,006,178"
3481,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-41,633,611","-21,810,556"
3482,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,407,222","-22,586,944"
3483,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,241,944","-22,621,111"
3484,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,228,056","-22,613,611"
3485,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,221,111","-22,604,167"
3486,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,277,222","-22,557,222"
3487,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,857,644","-22,382,819"
3488,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,174,189","-22,426,008"
3489,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,174,189","-22,426,008"
3490,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-4,171,285","-219,071"
3491,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,983,517","-22,448,561"
3492,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,983,517","-22,448,561"
3493,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,893,056","-22,503,889"
3494,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,857,644","-22,382,822"
3495,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,907,742","-22,414,089"
3496,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-4,290,325","-22,415,233"
3497,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,903,033","-22,415,303"
3498,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,871,447","-22,407,842"
3499,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,020,111","-22,237"
3500,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,207,222","-22,451,667"
3501,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,657,222","-22,478,889"
3502,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,208,694","-22,445,778"
3503,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,228,883","-22,447,714"
3504,Corydoras barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Corydoras barbatus,"-42,037,222","-22,458,333"
3505,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,319,056","-22,347,531"
3506,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,630,111","-22,521,556"
3507,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,692,972","-22,553,306"
3508,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-42,736,172","-22,615,244"
3509,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,420,833","-22,579,722"
3510,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,091,667","-22,600,556"
3511,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,388,889","-22,614,722"
3512,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,363,611","-22,575"
3513,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-435,375","-22,653,333"
3514,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,433,333","-22,589,722"
3515,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,414,444","-225,925"
3516,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,392,778","-22,578,056"
3517,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-43,418,056","-22,612,222"
3518,Scleromystax macropterus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax macropterus,"-43,207,222","-22,451,667"
3519,Scleromystax macropterus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax macropterus,"-426,485","-22,451,056"
3520,Scleromystax macropterus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax macropterus,"-42,657,222","-22,478,889"
3521,Scleromystax macropterus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax macropterus,"-42,898,611","-22,517,778"
3522,Scleromystax macropterus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax macropterus,"-42,869,969","-22,303,339"
3523,Scleromystax prionotos,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax prionotos,"-42,431,694","-22,540,639"
3524,Scleromystax prionotos,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax prionotos,"-42,333,444","-22,559,139"
3525,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-431,225","-22,929,722"
3526,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,194,722","-22,818,889"
3527,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,194,722","-22,818,889"
3528,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,170,833","-22,821,389"
3529,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,170,833","-22,821,389"
3530,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,141,667","-22,708,333"
3531,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-43,129,381","-22,890,797"
3532,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-41,058,889","-21,482,222"
3533,Sphoeroides testudineus,Especie,,Tetraodontidae,Siluriformes,Sphoeroides,Sphoeroides testudineus,"-44,391,375","-22,954,753"
3534,Spintherobolus,Especie,,Characidae,Siluriformes,Spintherobolus,Spintherobolus,"-42,083,331","-22,716,667"
3535,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-41,923,336","-21,209,789"
3536,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-43,339,167","-22,010,278"
3537,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-42,158,889","-21,538,333"
3538,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-43,419,722","-22,232,222"
3539,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-41,930,008","-21,213,061"
3540,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-41,930,008","-21,213,061"
3541,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-41,931,389","-21,212,778"
3542,Steindachneridion parahybae,Especie,,Pimelodidae,Siluriformes,Steindachneridion,Steindachneridion parahybae,"-41,840,094","-21,235,778"
3543,Sternopygus,Especie,,Sternopygidae,Siluriformes,Sternopygus,Sternopygus,"-42,033,861","-21,634,444"
3544,Synbranchus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus,"-42,752,075","-224,465"
3545,Synbranchus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus,"-42,893,056","-22,503,889"
3546,Symbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Symbranchus marmoratus,"-43,228,056","-22,613,611"
3547,Symbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Symbranchus marmoratus,"-43,238,056","-22,596,667"
3548,Symbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Symbranchus marmoratus,"-43,221,111","-22,604,167"
3549,Symbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Symbranchus marmoratus,"-43,277,222","-22,557,222"
3550,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,841,664","-22,402,861"
3551,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-43,508,056","-22,838,056"
3552,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-41,924,028","-21,717,389"
3553,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-41,761,444","-21,634,694"
3554,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,342,417","-21,748,528"
3555,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,342,417","-21,748,528"
3556,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-41,924,028","-21,717,389"
3557,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,142,778",-21.58
3558,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,037,222","-22,458,333"
3559,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,630,108","-22,521,556"
3560,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,692,972","-22,553,306"
3561,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,736,172","-22,615,244"
3562,Synbranchus marmoratus,Especie,,Synbranchidae,Siluriformes,Synbranchus,Synbranchus marmoratus,"-42,033,861","-21,634,444"
3563,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-41,549,306","-21,793,222"
3564,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,342,417","-21,715,194"
3565,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,342,417","-21,715,194"
3566,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-41,761,444","-21,634,694"
3567,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,088,028","-2,224,125"
3568,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-43,707,639","-22,724,694"
3569,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,033,861","-21,634,444"
3570,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,033,861","-21,634,444"
3571,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,033,861","-21,634,444"
3572,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,033,861","-21,634,444"
3573,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,342,417","-21,748,528"
3574,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-42,342,417","-21,748,528"
3575,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-428,417","-229,317"
3576,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-428,587","-229,367"
3577,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-428,587","-229,367"
3578,Tilapia rendalli,Especie,,Cichlidae,Siluriformes,Tilapia,Tilapia rendalli,"-427,862","-229,375"
