LOCALIDADE,LATITUDE,LONGITUDE,CLASSE,GENERO,FAMILIA,ESPECIE,NUMERO DE REGISTRO NO PORTAL,NOME COMUM,,,,,,,,,,,,,,,,-22.586.156,,Estado/Provincia,,Numero do registro no portal
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus leucopygius,118671,,,,,,,,,,,,,,,,,,,RJ,,118671
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,118673,,,,,,,,,,,,,,,,,,,RJ,,118673
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla carvalhoi,118674,,,,,,,,,,,,,,,,,,,RJ,,118674
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,118682,,,,,,,,,,,,,,,,,,,RJ,,118682
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla carvalhoi,118683,,,,,,,,,,,,,,,,,,,RJ,,118683
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,118684,,,,,,,,,,,,,,,,,,,RJ,,118684
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,118685,,,,,,,,,,,,,,,,,,,RJ,,118685
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla carvalhoi,118686,,,,,,,,,,,,,,,,,,,RJ,,118686
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Scinax,Hylidae,Scinax hayii,118845,,,,,,,,,,,,,,,,,,,RJ,,118845
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus arildae,118862,,,,,,,,,,,,,,,,,,,RJ,,118862
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Proceratophrys,Cycloramphidae,Proceratophrys appendiculata,118863,,,,,,,,,,,,,,,,,,,RJ,,118863
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Scinax,Hylidae,Scinax hayii,118864,,,,,,,,,,,,,,,,,,,RJ,,118864
Parque Nacional Da Serra Dos Orgãos,-22.434.467,-43.004.464,Amphibia,Scinax,Hylidae,Scinax hayii,118865,,,,,,,,,,,,,,,,,,,RJ,,118865
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,111690,,,,,,,,,,,,,,,,,,,RJ,,111690
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Chiasmocleis,Microhylidae,Chiasmocleis carvalhoi,111691,,,,,,,,,,,,,,,,,,,RJ,,111691
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111692,,,,,,,,,,,,,,,,,,,RJ,,111692
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111693,,,,,,,,,,,,,,,,,,,RJ,,111693
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111694,,,,,,,,,,,,,,,,,,,RJ,,111694
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111696,,,,,,,,,,,,,,,,,,,RJ,,111696
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111697,,,,,,,,,,,,,,,,,,,RJ,,111697
Área Particular Proximomo a Uc Reserva Biológica Poço Das Antas,-22.484.064,-42.252.917,Amphibia,Euparkerella,Strabomantidae,Sem InformaÃ§Ãµes,111699,,,,,,,,,,,,,,,,,,,RJ,,111699
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111702,,,,,,,,,,,,,,,,,,,RJ,,111702
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111703,,,,,,,,,,,,,,,,,,,RJ,,111703
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,111704,,,,,,,,,,,,,,,,,,,RJ,,111704
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,111705,,,,,,,,,,,,,,,,,,,RJ,,111705
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111706,,,,,,,,,,,,,,,,,,,RJ,,111706
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111707,,,,,,,,,,,,,,,,,,,RJ,,111707
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111708,,,,,,,,,,,,,,,,,,,RJ,,111708
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111709,,,,,,,,,,,,,,,,,,,RJ,,111709
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111710,,,,,,,,,,,,,,,,,,,RJ,,111710
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Chiasmocleis,Microhylidae,Chiasmocleis carvalhoi,111711,,,,,,,,,,,,,,,,,,,RJ,,111711
Área Particular Proximomo a Uc Reserva Biológica Poço Das Antas,-22.484.064,-42.252.917,Amphibia,Euparkerella,Strabomantidae,IN,111712,,,,,,,,,,,,,,,,,,,RJ,,111712
Área Particular Proximomo a Uc Reserva Biológica Poço Das Antas,-22.484.064,-42.252.917,Amphibia,Euparkerella,Strabomantidae,IN,111713,,,,,,,,,,,,,,,,,,,RJ,,111713
Área Particular Proximomo a Uc Reserva Biológica Poço Das Antas,-22.484.064,-42.252.917,Amphibia,Euparkerella,Strabomantidae,IN,111714,,,,,,,,,,,,,,,,,,,RJ,,111714
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,111722,,,,,,,,,,,,,,,,,,,RJ,,111722
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111723,,,,,,,,,,,,,,,,,,,RJ,,111723
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111724,,,,,,,,,,,,,,,,,,,RJ,,111724
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111726,,,,,,,,,,,,,,,,,,,RJ,,111726
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111727,,,,,,,,,,,,,,,,,,,RJ,,111727
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111730,,,,,,,,,,,,,,,,,,,RJ,,111730
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111731,,,,,,,,,,,,,,,,,,,RJ,,111731
Área Particular Proximomo a Uc Reserva Biológica Poço Das Antas,-22.484.064,-42.252.917,Amphibia,Euparkerella,Strabomantidae,IN,111732,,,,,,,,,,,,,,,,,,,RJ,,111732
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111771,,,,,,,,,,,,,,,,,,,RJ,,111771
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111772,,,,,,,,,,,,,,,,,,,RJ,,111772
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,111789,,,,,,,,,,,,,,,,,,,RJ,,111789
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,111793,,,,,,,,,,,,,,,,,,,RJ,,111793
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,111794,,,,,,,,,,,,,,,,,,,RJ,,111794
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,111796,,,,,,,,,,,,,,,,,,,RJ,,111796
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111800,,,,,,,,,,,,,,,,,,,RJ,,111800
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111801,,,,,,,,,,,,,,,,,,,RJ,,111801
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,111817,,,,,,,,,,,,,,,,,,,RJ,,111817
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111833,,,,,,,,,,,,,,,,,,,RJ,,111833
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111835,,,,,,,,,,,,,,,,,,,RJ,,111835
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,111837,,,,,,,,,,,,,,,,,,,RJ,,111837
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111838,,,,,,,,,,,,,,,,,,,RJ,,111838
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111840,,,,,,,,,,,,,,,,,,,RJ,,111840
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa rohdei,111841,,,,,,,,,,,,,,,,,,,RJ,,111841
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111848,,,,,,,,,,,,,,,,,,,RJ,,111848
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111851,,,,,,,,,,,,,,,,,,,RJ,,111851
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111853,,,,,,,,,,,,,,,,,,,RJ,,111853
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111855,,,,,,,,,,,,,,,,,,,RJ,,111855
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111856,,,,,,,,,,,,,,,,,,,RJ,,111856
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111857,,,,,,,,,,,,,,,,,,,RJ,,111857
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111858,,,,,,,,,,,,,,,,,,,RJ,,111858
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111859,,,,,,,,,,,,,,,,,,,RJ,,111859
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111860,,,,,,,,,,,,,,,,,,,RJ,,111860
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111861,,,,,,,,,,,,,,,,,,,RJ,,111861
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111873,,,,,,,,,,,,,,,,,,,RJ,,111873
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,111874,,,,,,,,,,,,,,,,,,,RJ,,111874
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111875,,,,,,,,,,,,,,,,,,,RJ,,111875
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111877,,,,,,,,,,,,,,,,,,,RJ,,111877
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Stereocyclops,Microhylidae,Stereocyclops parkeri,111878,,,,,,,,,,,,,,,,,,,RJ,,111878
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111879,,,,,,,,,,,,,,,,,,,RJ,,111879
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111880,,,,,,,,,,,,,,,,,,,RJ,,111880
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,111881,,,,,,,,,,,,,,,,,,,RJ,,111881
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,111882,,,,,,,,,,,,,,,,,,,RJ,,111882
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Sem InformaÃ§Ãµes,111883,,,,,,,,,,,,,,,,,,,RJ,,111883
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111884,,,,,,,,,,,,,,,,,,,RJ,,111884
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,111885,,,,,,,,,,,,,,,,,,,RJ,,111885
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111886,,,,,,,,,,,,,,,,,,,RJ,,111886
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Trachycephalus,Hylidae,Trachycephalus nigromaculatus,111887,,,,,,,,,,,,,,,,,,,RJ,,111887
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111888,,,,,,,,,,,,,,,,,,,RJ,,111888
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111889,,,,,,,,,,,,,,,,,,,RJ,,111889
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111890,,,,,,,,,,,,,,,,,,,RJ,,111890
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111902,,,,,,,,,,,,,,,,,,,RJ,,111902
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111911,,,,,,,,,,,,,,,,,,,RJ,,111911
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111912,,,,,,,,,,,,,,,,,,,RJ,,111912
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111913,,,,,,,,,,,,,,,,,,,RJ,,111913
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,111914,,,,,,,,,,,,,,,,,,,RJ,,111914
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111922,,,,,,,,,,,,,,,,,,,RJ,,111922
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111923,,,,,,,,,,,,,,,,,,,RJ,,111923
Parque Nacional Da Tijuca,-22.949.028,-43.282.972,Amphibia,Hylodes,Hylodidae,Hylodes nasus,111924,,,,,,,,,,,,,,,,,,,RJ,,111924
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,112083,,,,,,,,,,,,,,,,,,,RJ,,112083
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,112084,,,,,,,,,,,,,,,,,,,RJ,,112084
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,112102,,,,,,,,,,,,,,,,,,,RJ,,112102
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,112103,,,,,,,,,,,,,,,,,,,RJ,,112103
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,112104,,,,,,,,,,,,,,,,,,,RJ,,112104
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,112105,,,,,,,,,,,,,,,,,,,RJ,,112105
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,112122,,,,,,,,,,,,,,,,,,,RJ,,112122
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,112123,,,,,,,,,,,,,,,,,,,RJ,,112123
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,112124,,,,,,,,,,,,,,,,,,,RJ,,112124
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,112126,,,,,,,,,,,,,,,,,,,RJ,,112126
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,112127,,,,,,,,,,,,,,,,,,,RJ,,112127
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,112128,,,,,,,,,,,,,,,,,,,RJ,,112128
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,112129,,,,,,,,,,,,,,,,,,,RJ,,112129
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,112130,,,,,,,,,,,,,,,,,,,RJ,,112130
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,112142,,,,,,,,,,,,,,,,,,,RJ,,112142
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,112143,,,,,,,,,,,,,,,,,,,RJ,,112143
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa rohdei,112144,,,,,,,,,,,,,,,,,,,RJ,,112144
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,112145,,,,,,,,,,,,,,,,,,,RJ,,112145
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,112147,,,,,,,,,,,,,,,,,,,RJ,,112147
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Scinax,Hylidae,Scinax trapicheiroi,112330,,,,,,,,,,,,,,,,,,,RJ,,112330
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Hylodes,Hylodidae,Hylodes nasus,112331,,,,,,,,,,,,,,,,,,,RJ,,112331
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Crossodactylus,Hylodidae,Crossodactylus gaudichaudii,112343,,,,,,,,,,,,,,,,,,,RJ,,112343
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,112344,,,,,,,,,,,,,,,,,,,RJ,,112344
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,112345,,,,,,,,,,,,,,,,,,,RJ,,112345
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,112346,,,,,,,,,,,,,,,,,,,RJ,,112346
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,112347,,,,,,,,,,,,,,,,,,,RJ,,112347
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Zachaenus,Cycloramphidae,Zachaenus parvulus,112348,,,,,,,,,,,,,,,,,,,RJ,,112348
Parque Nacional Da Tijuca,-22.963.056,-43.244.442,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,112823,,,,,,,,,,,,,,,,,,,RJ,,112823
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,110929,,,,,,,,,,,,,,,,,,,RJ,,110929
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,110930,,,,,,,,,,,,,,,,,,,RJ,,110930
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,110931,,,,,,,,,,,,,,,,,,,RJ,,110931
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,110932,,,,,,,,,,,,,,,,,,,RJ,,110932
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,110933,,,,,,,,,,,,,,,,,,,RJ,,110933
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,111136,,,,,,,,,,,,,,,,,,,RJ,,111136
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,111137,,,,,,,,,,,,,,,,,,,RJ,,111137
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Arcovomer,Microhylidae,Arcovomer passarellii,111138,,,,,,,,,,,,,,,,,,,RJ,,111138
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,111139,,,,,,,,,,,,,,,,,,,RJ,,111139
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111247,,,,,,,,,,,,,,,,,,,RJ,,111247
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111248,,,,,,,,,,,,,,,,,,,RJ,,111248
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111249,,,,,,,,,,,,,,,,,,,RJ,,111249
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111250,,,,,,,,,,,,,,,,,,,RJ,,111250
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111251,,,,,,,,,,,,,,,,,,,RJ,,111251
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111252,,,,,,,,,,,,,,,,,,,RJ,,111252
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111253,,,,,,,,,,,,,,,,,,,RJ,,111253
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111254,,,,,,,,,,,,,,,,,,,RJ,,111254
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111255,,,,,,,,,,,,,,,,,,,RJ,,111255
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111257,,,,,,,,,,,,,,,,,,,RJ,,111257
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111258,,,,,,,,,,,,,,,,,,,RJ,,111258
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,111259,,,,,,,,,,,,,,,,,,,RJ,,111259
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax alter,111292,,,,,,,,,,,,,,,,,,,RJ,,111292
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Rhinella,Bufonidae,Rhinella ornata,111293,,,,,,,,,,,,,,,,,,,RJ,,111293
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax similis,111295,,,,,,,,,,,,,,,,,,,RJ,,111295
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus meridianus,111296,,,,,,,,,,,,,,,,,,,RJ,,111296
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111297,,,,,,,,,,,,,,,,,,,RJ,,111297
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,111314,,,,,,,,,,,,,,,,,,,RJ,,111314
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111315,,,,,,,,,,,,,,,,,,,RJ,,111315
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Scinax,Hylidae,Scinax argyreornatus,111316,,,,,,,,,,,,,,,,,,,RJ,,111316
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,111332,,,,,,,,,,,,,,,,,,,RJ,,111332
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,111334,,,,,,,,,,,,,,,,,,,RJ,,111334
Floresta Nacional Mario Xavier,-22.743.889,-43.707.778,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,111335,,,,,,,,,,,,,,,,,,,RJ,,111335
